                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.003         	0.2717       	0.0427        	--           	0.02238      	0.2292       	0.0002896    	0.9796       	0.04683      	0.1384       	0.06907      	0.1032       	0.1038         	--             	--            
FirstTries                            	2711         	1.002         	1.001        	0.09          	0.0649       	0.08237      	0.2294       	0.001068     	0.9918       	0.1722       	0.5092       	0.2541       	0.3807       	0.1038         	--             	--            
SomeoneTries                          	2715         	1.004         	1.001        	0.09002       	0.06488      	0.08244      	0.2292       	0.001067     	0.9919       	0.1725       	0.5099       	0.2544       	0.3801       	0.1038         	--             	--            
NooneTries                            	7285         	1.002         	0            	0.02506       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1038         	--             	--            
InventionOccurs                       	1035         	1.007         	1.002        	0.09056       	0.06527      	0.2163       	0.2292       	0.002798     	1.124        	0.4525       	1.337        	0.6674       	0.9971       	0.1038         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1021         	1.007         	1.002        	0.09064       	0.06534      	0.2164       	0.2295       	0            	1.125        	0.4561       	1.345        	0.6725       	0.9971       	0.1038         	--             	--            
IntentionalInfringement               	14           	1             	1            	0.08494       	0.05994      	0.2068       	0.2068       	0.2068       	1.022        	0.1875       	0.7887       	0.2944       	1            	0.1038         	0.3865         	0.3865        
InventionUsed                         	1035         	1.007         	1.002        	0.09056       	0.06527      	0.2163       	0.2292       	0.002798     	1.124        	0.4525       	1.337        	0.6674       	0.9971       	0.1038         	--             	--            
AllHighValue                          	1964         	1.002         	0.4516       	0.05807       	--           	0.03836      	0.2457       	0            	0.9804       	0.1153       	0.3074       	0.1537       	0.1706       	0.1038         	--             	--            
FirstTriesHighValue                   	886          	1.001         	1            	0.09821       	0.07318      	0.08501      	0.2463       	0            	0.9869       	0.2546       	0.6792       	0.3396       	0.3781       	0.1038         	--             	--            
SomeoneTriesHighValue                 	887          	1.002         	1            	0.09816       	0.07311      	0.08494      	0.2457       	0            	0.9869       	0.2554       	0.6806       	0.3403       	0.3777       	0.1038         	--             	--            
NooneTriesHighValue                   	1077         	1.002         	0            	0.02505       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1038         	--             	--            
InventionOccursHighValue              	336          	1.003         	1            	0.0979        	0.07282      	0.2242       	0.2457       	0            	1.126        	0.6742       	1.797        	0.8984       	0.997        	0.1038         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	336          	1.003         	1            	0.0979        	0.07282      	0.2242       	0.2457       	0            	1.126        	0.6742       	1.797        	0.8984       	0.997        	0.1038         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	336          	1.003         	1            	0.0979        	0.07282      	0.2242       	0.2457       	0            	1.126        	0.6742       	1.797        	0.8984       	0.997        	0.1038         	--             	--            
