                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.129         	0.2195       	0.035         	--           	0.01446      	--           	0.0009412    	0.9816       	0.01499      	0.05891      	0.02913      	0.0389       	0.0386         	--             	--            
FirstTries                            	1931         	1.133         	1.104        	0.06221       	0.03092      	0.07302      	--           	0.004874     	1.009        	0.07574      	0.2975       	0.1471       	0.2015       	0.0386         	--             	--            
SomeoneTries                          	1994         	1.16          	1.101        	0.063         	0.03112      	0.07254      	--           	0.00472      	1.008        	0.07518      	0.2954       	0.1461       	0.1951       	0.0386         	--             	--            
NooneTries                            	8006         	1.121         	0            	0.02802       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.0386         	--             	--            
InventionOccurs                       	434          	1.21          	1.171        	0.06611       	0.03092      	0.3333       	--           	0.02169      	1.234        	0.3454       	1.357        	0.6711       	0.8963       	0.0386         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	401          	1.219         	1.177        	0.06632       	0.03073      	0.3372       	--           	0            	1.244        	0.3591       	1.393        	0.6964       	0.8928       	0.0386         	--             	--            
IntentionalInfringement               	33           	1.091         	1.091        	0.06348       	0.03329      	0.2852       	0.2852       	0.2852       	1.119        	0.1787       	0.9277       	0.3639       	0.9394       	0.0386         	0.1828         	0.1991        
InventionUsed                         	434          	1.21          	1.171        	0.06611       	0.03092      	0.3333       	--           	0.02169      	1.234        	0.3454       	1.357        	0.6711       	0.8963       	0.0386         	--             	--            
AllHighValue                          	2009         	1.113         	0.3967       	0.04327       	--           	0.03437      	--           	0            	0.9915       	0.03876      	0.1463       	0.07313      	0.07018      	0.0386         	--             	--            
FirstTriesHighValue                   	704          	1.135         	1.108        	0.07105       	0.03884      	0.09479      	--           	0            	1.021        	0.1073       	0.4042       	0.2021       	0.2003       	0.0386         	--             	--            
SomeoneTriesHighValue                 	721          	1.155         	1.105        	0.07189       	0.03925      	0.09577      	--           	0            	1.021        	0.108        	0.4075       	0.2038       	0.1956       	0.0386         	--             	--            
NooneTriesHighValue                   	1288         	1.09          	0            	0.02725       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.0386         	--             	--            
InventionOccursHighValue              	163          	1.245         	1.209        	0.07776       	0.03963      	0.4236       	--           	0            	1.308        	0.4777       	1.803        	0.9013       	0.865        	0.0386         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	163          	1.245         	1.209        	0.07776       	0.03963      	0.4236       	--           	0            	1.308        	0.4777       	1.803        	0.9013       	0.865        	0.0386         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	163          	1.245         	1.209        	0.07776       	0.03963      	0.4236       	--           	0            	1.308        	0.4777       	1.803        	0.9013       	0.865        	0.0386         	--             	--            
