                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4893       	0.09899       	--           	0.1031       	0.3717       	0.0001685    	1.004        	0.09855      	0.4033       	0.2016       	0.2949       	0.2959         	--             	--            
FirstTries                            	4893         	1             	1            	0.1762        	0.1512       	0.2107       	0.3717       	0.0003443    	1.034        	0.2014       	0.8243       	0.412        	0.6027       	0.2959         	0.5922         	0.5922        
SomeoneTries                          	4893         	1             	1            	0.1762        	0.1512       	0.2107       	0.3717       	0.0003443    	1.034        	0.2014       	0.8243       	0.412        	0.6027       	0.2959         	0.5922         	0.5922        
NooneTries                            	5107         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2959         	--             	--            
InventionOccurs                       	2949         	1             	1            	0.1762        	0.1512       	0.3496       	0.3717       	0.0005713    	1.173        	0.3342       	1.368        	0.6835       	1            	0.2959         	0.6343         	0.6343        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2941         	1             	1            	0.1764        	0.1514       	0.35         	0.3722       	0            	1.174        	0.3347       	1.369        	0.6847       	1            	0.2959         	0.6339         	0.6339        
IntentionalInfringement               	8            	1             	1            	0.1101        	0.08508      	0.2106       	0.2106       	0.2106       	1.001        	0.1543       	0.7298       	0.2649       	1            	0.2959         	0.7962         	0.7962        
InventionUsed                         	2949         	1             	1            	0.1762        	0.1512       	0.3496       	0.3717       	0.0005713    	1.173        	0.3342       	1.368        	0.6835       	1            	0.2959         	0.6343         	0.6343        
AllHighValue                          	1972         	1             	0.9087       	0.2135        	--           	0.245        	0.4606       	0            	1.031        	0.259        	1.008        	0.504        	0.5578       	0.2959         	--             	--            
FirstTriesHighValue                   	1792         	1             	1            	0.2325        	0.2075       	0.2696       	0.4606       	0            	1.037        	0.2851       	1.109        	0.5546       	0.6138       	0.2959         	0.614          	0.614         
SomeoneTriesHighValue                 	1792         	1             	1            	0.2325        	0.2075       	0.2696       	0.4606       	0            	1.037        	0.2851       	1.109        	0.5546       	0.6138       	0.2959         	0.614          	0.614         
NooneTriesHighValue                   	180          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2959         	--             	--            
InventionOccursHighValue              	1100         	1             	1            	0.2306        	0.2056       	0.4391       	0.4606       	0            	1.209        	0.4644       	1.807        	0.9035       	1            	0.2959         	0.6615         	0.6615        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1100         	1             	1            	0.2306        	0.2056       	0.4391       	0.4606       	0            	1.209        	0.4644       	1.807        	0.9035       	1            	0.2959         	0.6615         	0.6615        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1100         	1             	1            	0.2306        	0.2056       	0.4391       	0.4606       	0            	1.209        	0.4644       	1.807        	0.9035       	1            	0.2959         	0.6615         	0.6615        
