                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.3907       	0.05262       	--           	0.05774      	0.3196       	0.004999     	1.003        	0.0717       	0.2589       	0.1276       	0.1997       	0.2003         	--             	--            
FirstTries                            	3907         	1             	1            	0.0957        	0.0707       	0.1478       	0.3196       	0.01279      	1.047        	0.1835       	0.6626       	0.3266       	0.5111       	0.2003         	0.5021         	0.5021        
SomeoneTries                          	3907         	1             	1            	0.0957        	0.0707       	0.1478       	0.3196       	0.01279      	1.047        	0.1835       	0.6626       	0.3266       	0.5111       	0.2003         	0.5021         	0.5021        
NooneTries                            	6093         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2003         	--             	--            
InventionOccurs                       	1997         	1             	1            	0.09288       	0.06788      	0.2891       	0.3196       	0.02503      	1.187        	0.359        	1.296        	0.639        	1            	0.2003         	0.5499         	0.5499        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1814         	1             	1            	0.0914        	0.0664       	0.2908       	0.3243       	0            	1.199        	0.3768       	1.335        	0.6675       	1            	0.2003         	0.5503         	0.5503        
IntentionalInfringement               	183          	1             	1            	0.1075        	0.08253      	0.2731       	0.2731       	0.2731       	1.066        	0.1831       	0.9125       	0.3563       	1            	0.2003         	0.5457         	0.5457        
InventionUsed                         	1997         	1             	1            	0.09288       	0.06788      	0.2891       	0.3196       	0.02503      	1.187        	0.359        	1.296        	0.639        	1            	0.2003         	0.5499         	0.5499        
AllHighValue                          	1999         	1             	0.7009       	0.08532       	--           	0.1254       	0.4256       	0            	1.04         	0.1866       	0.624        	0.312        	0.3452       	0.2003         	--             	--            
FirstTriesHighValue                   	1401         	1             	1            	0.1111        	0.08607      	0.179        	0.4256       	0            	1.068        	0.2662       	0.8903       	0.4451       	0.4925       	0.2003         	0.4982         	0.4982        
SomeoneTriesHighValue                 	1401         	1             	1            	0.1111        	0.08607      	0.179        	0.4256       	0            	1.068        	0.2662       	0.8903       	0.4451       	0.4925       	0.2003         	0.4982         	0.4982        
NooneTriesHighValue                   	598          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2003         	--             	--            
InventionOccursHighValue              	690          	1             	1            	0.1081        	0.08307      	0.3634       	0.4256       	0            	1.255        	0.5405       	1.808        	0.9038       	1            	0.2003         	0.547          	0.547         
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	690          	1             	1            	0.1081        	0.08307      	0.3634       	0.4256       	0            	1.255        	0.5405       	1.808        	0.9038       	1            	0.2003         	0.547          	0.547         
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	690          	1             	1            	0.1081        	0.08307      	0.3634       	0.4256       	0            	1.255        	0.5405       	1.808        	0.9038       	1            	0.2003         	0.547          	0.547         
