                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.224         	0.5753       	0.1175        	--           	0.1139       	--           	0.0005707    	1            	0.106        	0.4397       	0.2197       	0.2704       	0.3064         	--             	--            
FirstTries                            	4689         	1.225         	1.185        	0.2107        	0.1514       	0.238        	--           	0.001217     	1.028        	0.221        	0.9181       	0.4587       	0.5767       	0.3064         	--             	--            
SomeoneTries                          	4886         	1.257         	1.177        	0.2092        	0.1503       	0.2331       	--           	0.001168     	1.026        	0.2169       	0.9          	0.4496       	0.5534       	0.3064         	--             	--            
NooneTries                            	5114         	1.193         	0            	0.02983       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3064         	--             	--            
InventionOccurs                       	3138         	1.293         	1.235        	0.2192        	0.1503       	0.363        	--           	0.001819     	1.134        	0.3376       	1.401        	0.7001       	0.8617       	0.3064         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3119         	1.295         	1.236        	0.2195        	0.1504       	0.3634       	--           	0            	1.135        	0.339        	1.405        	0.7024       	0.8612       	0.3064         	--             	--            
IntentionalInfringement               	19           	1.053         	1.053        	0.165         	0.1385       	0.3004       	0.3004       	0.3004       	1.035        	0.115        	0.8307       	0.3153       	0.9474       	0.3064         	0.7577         	0.7817        
InventionUsed                         	3138         	1.293         	1.235        	0.2192        	0.1503       	0.363        	--           	0.001819     	1.134        	0.3376       	1.401        	0.7001       	0.8617       	0.3064         	--             	--            
AllHighValue                          	2033         	1.227         	1.1          	0.2567        	--           	0.2805       	--           	0            	1.025        	0.2691       	1.099        	0.5496       	0.5248       	0.3064         	--             	--            
FirstTriesHighValue                   	1817         	1.227         	1.213        	0.2802        	0.2059       	0.3104       	--           	0            	1.031        	0.2976       	1.216        	0.608        	0.5872       	0.3064         	--             	--            
SomeoneTriesHighValue                 	1849         	1.24          	1.209        	0.2795        	0.2056       	0.3084       	--           	0            	1.03         	0.2959       	1.209        	0.6043       	0.5771       	0.3064         	--             	--            
NooneTriesHighValue                   	184          	1.092         	0            	0.02731       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3064         	--             	--            
InventionOccursHighValue              	1238         	1.29          	1.27         	0.2915        	0.2038       	0.4607       	--           	0            	1.158        	0.4419       	1.805        	0.9026       	0.8619       	0.3064         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1238         	1.29          	1.27         	0.2915        	0.2038       	0.4607       	--           	0            	1.158        	0.4419       	1.805        	0.9026       	0.8619       	0.3064         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1238         	1.29          	1.27         	0.2915        	0.2038       	0.4607       	--           	0            	1.158        	0.4419       	1.805        	0.9026       	0.8619       	0.3064         	--             	--            
