                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.003         	0.5045       	0.3998        	--           	--           	--           	--           	--           	--           	0.3021       	0.1144       	0.3657       	0.3632         	--             	--            
FirstTries                            	5031         	1.004         	1.003        	0.7699        	0.7427       	--           	--           	--           	--           	--           	0.6004       	0.2274       	0.7269       	0.3632         	--             	--            
SomeoneTries                          	5032         	1.004         	1.003        	0.7698        	0.7427       	--           	--           	--           	--           	--           	0.6003       	0.2273       	0.7267       	0.3632         	--             	--            
NooneTries                            	4968         	1.002         	0            	0.02505       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3632         	--             	--            
InventionOccurs                       	3664         	1.004         	1.003        	0.7759        	0.7482       	--           	--           	--           	--           	--           	0.8245       	0.3122       	0.9981       	0.3632         	--             	--            
InadvertentInfringement               	3664         	1.004         	1.003        	0.7759        	0.7482       	--           	--           	--           	--           	--           	0.8245       	0.3122       	0.9981       	0.3632         	--             	--            
AgreementReached                      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3664         	1.004         	1.003        	0.7759        	0.7482       	--           	--           	--           	--           	--           	0.8245       	0.3122       	0.9981       	0.3632         	--             	--            
AllHighValue                          	1966         	1.003         	0.5717       	0.4287        	--           	--           	--           	--           	--           	--           	0.6557       	0.287        	0.4079       	0.3632         	--             	--            
FirstTriesHighValue                   	1120         	1.004         	1.004        	0.7336        	0.7059       	--           	--           	--           	--           	--           	1.151        	0.5038       	0.7161       	0.3632         	--             	--            
SomeoneTriesHighValue                 	1120         	1.004         	1.004        	0.7336        	0.7059       	--           	--           	--           	--           	--           	1.151        	0.5038       	0.7161       	0.3632         	--             	--            
NooneTriesHighValue                   	846          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3632         	--             	--            
InventionOccursHighValue              	803          	1.005         	1.004        	0.7377        	0.7098       	--           	--           	--           	--           	--           	1.605        	0.7026       	0.9988       	0.3632         	--             	--            
InadvertentHighValue                  	803          	1.005         	1.004        	0.7377        	0.7098       	--           	--           	--           	--           	--           	1.605        	0.7026       	0.9988       	0.3632         	--             	--            
AgreementReachedHighValue             	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	803          	1.005         	1.004        	0.7377        	0.7098       	--           	--           	--           	--           	--           	1.605        	0.7026       	0.9988       	0.3632         	--             	--            
