                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.8165       	0.08146       	--           	0.2141       	0.2855       	0.008567     	1.13         	0.2336       	0.8955       	0.4446       	0.7782       	0.7787         	--             	--            
FirstTries                            	8165         	1             	1            	0.09415       	0.06915      	0.2623       	0.2855       	0.01049      	1.164        	0.2861       	1.097        	0.5446       	0.9531       	0.7787         	0.9511         	0.9511        
SomeoneTries                          	8165         	1             	1            	0.09415       	0.06915      	0.2623       	0.2855       	0.01049      	1.164        	0.2861       	1.097        	0.5446       	0.9531       	0.7787         	0.9511         	0.9511        
NooneTries                            	1835         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.7787         	--             	--            
InventionOccurs                       	7782         	1             	1            	0.0939        	0.0689       	0.2752       	0.2855       	0.01101      	1.177        	0.3002       	1.151        	0.5714       	1            	0.7787         	0.9511         	0.9511        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	7471         	1             	1            	0.09345       	0.06845      	0.2752       	0.2859       	0            	1.182        	0.305        	1.16         	0.5802       	1            	0.7787         	0.9511         	0.9511        
IntentionalInfringement               	311          	1             	1            	0.1047        	0.07967      	0.2755       	0.2755       	0.2755       	1.071        	0.1834       	0.9178       	0.3589       	1            	0.7787         	0.951          	0.951         
InventionUsed                         	7782         	1             	1            	0.0939        	0.0689       	0.2752       	0.2855       	0.01101      	1.177        	0.3002       	1.151        	0.5714       	1            	0.7787         	0.9511         	0.9511        
AllHighValue                          	1973         	1             	1            	0.1028        	0.07784      	0.399        	0.428        	0.0001829    	1.296        	0.4628       	1.724        	0.8618       	0.9579       	0.7787         	0.9517         	0.9517        
FirstTriesHighValue                   	1973         	1             	1            	0.1028        	0.07784      	0.399        	0.428        	0.0001829    	1.296        	0.4628       	1.724        	0.8618       	0.9579       	0.7787         	0.9517         	0.9517        
SomeoneTriesHighValue                 	1973         	1             	1            	0.1028        	0.07784      	0.399        	0.428        	0.0001829    	1.296        	0.4628       	1.724        	0.8618       	0.9579       	0.7787         	0.9517         	0.9517        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1890         	1             	1            	0.1027        	0.07771      	0.4166       	0.428        	0.000191     	1.314        	0.4831       	1.799        	0.8996       	1            	0.7787         	0.9516         	0.9516        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1889         	1             	1            	0.1027        	0.07772      	0.4166       	0.428        	0            	1.314        	0.4832       	1.8          	0.8998       	1            	0.7787         	0.9516         	0.9516        
IntentionalInfringementHighValue      	1            	1             	1            	0.09629       	0.07129      	0.361        	0.361        	0.361        	1.165        	0.3427       	1.407        	0.6036       	1            	0.7787         	0.9505         	0.9505        
InventionUsedHighValue                	1890         	1             	1            	0.1027        	0.07771      	0.4166       	0.428        	0.000191     	1.314        	0.4831       	1.799        	0.8996       	1            	0.7787         	0.9516         	0.9516        
