                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	10            	4.361        	0.5797        	--           	0.1841       	--           	0.002267     	1.007        	0.1923       	1.224        	0.8466       	0.0594       	0.06047        	--             	--            
FirstTries                            	4337         	10            	8.127        	0.8591        	0.07552      	0.316        	--           	0.005227     	0.9912       	0.3349       	1.759        	1.106        	0.137        	0.06047        	--             	--            
SomeoneTries                          	6837         	10            	6.379        	0.7322        	0.07591      	0.2693       	--           	0.003316     	0.9999       	0.2813       	1.564        	1.013        	0.08688      	0.06047        	--             	--            
NooneTries                            	3163         	10            	0            	0.25          	--           	0            	--           	0            	1.024        	0            	0.4875       	0.4875       	0            	0.06047        	--             	--            
InventionOccurs                       	5872         	10            	7.085        	0.7842        	0.07586      	0.3135       	--           	0.00386      	0.9989       	0.3275       	1.743        	1.1          	0.1012       	0.06047        	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5797         	10            	7.047        	0.7834        	0.07607      	0.3136       	--           	0            	0.9991       	0.3292       	1.747        	1.104        	0.1004       	0.06047        	--             	--            
IntentionalInfringement               	75           	10            	10           	0.8428        	0.05928      	0.3022       	0.3022       	0.3022       	0.9817       	0.1949       	1.452        	0.855        	0.16         	0.06047        	0.1027         	0.9989        
InventionUsed                         	5872         	10            	7.085        	0.7842        	0.07586      	0.3135       	--           	0.00386      	0.9989       	0.3275       	1.743        	1.1          	0.1012       	0.06047        	--             	--            
AllHighValue                          	1989         	10            	8.087        	1.043         	--           	0.4085       	--           	0            	0.9814       	0.4444       	2.154        	1.301        	0.09603      	0.06047        	--             	--            
FirstTriesHighValue                   	1606         	10            	8.88         	1.098         	0.09795      	0.4175       	--           	0            	0.9765       	0.4619       	2.204        	1.325        	0.1189       	0.06047        	--             	--            
SomeoneTriesHighValue                 	1982         	10            	8.116        	1.046         	0.102        	0.41         	--           	0            	0.9812       	0.446        	2.16         	1.304        	0.09637      	0.06047        	--             	--            
NooneTriesHighValue                   	7            	10            	0            	0.25          	--           	0            	--           	0            	1.024        	0            	0.4875       	0.4875       	0            	0.06047        	--             	--            
InventionOccursHighValue              	1887         	10            	8.335        	1.063         	0.1011       	0.4306       	--           	0            	0.9814       	0.4684       	2.245        	1.346        	0.1012       	0.06047        	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1887         	10            	8.335        	1.063         	0.1011       	0.4306       	--           	0            	0.9814       	0.4684       	2.245        	1.346        	0.1012       	0.06047        	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1887         	10            	8.335        	1.063         	0.1011       	0.4306       	--           	0            	0.9814       	0.4684       	2.245        	1.346        	0.1012       	0.06047        	--             	--            
