                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.225         	0.5872       	0.1177        	--           	0.1134       	--           	0.0005492    	1            	0.09984      	0.4264       	0.213        	0.2693       	0.2694         	--             	--            
FirstTries                            	4767         	1.232         	1.195        	0.2087        	0.1484       	0.2336       	--           	0.001152     	1.028        	0.2052       	0.8776       	0.4384       	0.5649       	0.2694         	--             	--            
SomeoneTries                          	4942         	1.259         	1.188        	0.2077        	0.1478       	0.2294       	--           	0.001111     	1.026        	0.202        	0.8628       	0.431        	0.5449       	0.2694         	--             	--            
NooneTries                            	5058         	1.193         	0            	0.02982       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2694         	--             	--            
InventionOccurs                       	3127         	1.297         	1.245        	0.2194        	0.15         	0.3625       	--           	0.001756     	1.135        	0.3193       	1.364        	0.6812       	0.8612       	0.2694         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3109         	1.297         	1.245        	0.2196        	0.1502       	0.3628       	--           	0            	1.136        	0.3203       	1.366        	0.6831       	0.861        	0.2694         	--             	--            
IntentionalInfringement               	18           	1.333         	1.333        	0.1837        	0.1197       	0.3051       	0.3051       	0.3051       	1.025        	0.1456       	0.9015       	0.3507       	0.8889       	0.2694         	0.6705         	0.8359        
InventionUsed                         	3127         	1.297         	1.245        	0.2194        	0.15         	0.3625       	--           	0.001756     	1.135        	0.3193       	1.364        	0.6812       	0.8612       	0.2694         	--             	--            
AllHighValue                          	1970         	1.229         	1.073        	0.2488        	--           	0.2704       	--           	0            	1.025        	0.2564       	1.053        	0.5267       	0.5071       	0.2694         	--             	--            
FirstTriesHighValue                   	1719         	1.237         	1.217        	0.2781        	0.203        	0.3073       	--           	0            	1.032        	0.2912       	1.197        	0.5985       	0.5812       	0.2694         	--             	--            
SomeoneTriesHighValue                 	1741         	1.246         	1.214        	0.2779        	0.2031       	0.3059       	--           	0            	1.031        	0.2901       	1.192        	0.596        	0.5738       	0.2694         	--             	--            
NooneTriesHighValue                   	229          	1.1           	0            	0.02751       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2694         	--             	--            
InventionOccursHighValue              	1152         	1.293         	1.271        	0.2897        	0.2027       	0.4623       	--           	0            	1.162        	0.4384       	1.801        	0.9007       	0.8672       	0.2694         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1152         	1.293         	1.271        	0.2897        	0.2027       	0.4623       	--           	0            	1.162        	0.4384       	1.801        	0.9007       	0.8672       	0.2694         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1152         	1.293         	1.271        	0.2897        	0.2027       	0.4623       	--           	0            	1.162        	0.4384       	1.801        	0.9007       	0.8672       	0.2694         	--             	--            
