                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.22          	0.5175       	0.06592       	--           	0.06559      	--           	0.004971     	1            	0.08031      	0.2918       	0.1441       	0.2017       	0.2016         	--             	--            
FirstTries                            	4276         	1.219         	1.164        	0.1098        	0.06859      	0.1488       	--           	0.01163      	1.034        	0.1832       	0.6641       	0.3279       	0.4717       	0.2016         	--             	--            
SomeoneTries                          	4472         	1.253         	1.157        	0.1105        	0.0689       	0.1467       	--           	0.01112      	1.032        	0.1796       	0.6525       	0.3223       	0.451        	0.2016         	--             	--            
NooneTries                            	5528         	1.193         	0            	0.02983       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2016         	--             	--            
InventionOccurs                       	2345         	1.288         	1.221        	0.111         	0.06507      	0.2797       	--           	0.0212       	1.145        	0.3425       	1.244        	0.6146       	0.8601       	0.2016         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2168         	1.298         	1.225        	0.1107        	0.06429      	0.2796       	--           	0            	1.151        	0.3566       	1.272        	0.6362       	0.8561       	0.2016         	--             	--            
IntentionalInfringement               	177          	1.175         	1.175        	0.1152        	0.07462      	0.2808       	0.2808       	0.2808       	1.064        	0.1688       	0.8993       	0.3497       	0.9096       	0.2016         	0.5094         	0.578         
InventionUsed                         	2345         	1.288         	1.221        	0.111         	0.06507      	0.2797       	--           	0.0212       	1.145        	0.3425       	1.244        	0.6146       	0.8601       	0.2016         	--             	--            
AllHighValue                          	1960         	1.207         	0.8786       	0.1066        	--           	0.1443       	--           	0            	1.035        	0.2058       	0.7003       	0.3501       	0.3423       	0.2016         	--             	--            
FirstTriesHighValue                   	1435         	1.206         	1.176        	0.1321        	0.08738      	0.1937       	--           	0            	1.056        	0.2777       	0.9427       	0.4713       	0.4676       	0.2016         	--             	--            
SomeoneTriesHighValue                 	1469         	1.225         	1.172        	0.1326        	0.08771      	0.1926       	--           	0            	1.055        	0.2746       	0.9344       	0.4672       	0.4568       	0.2016         	--             	--            
NooneTriesHighValue                   	491          	1.153         	0            	0.02882       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2016         	--             	--            
InventionOccursHighValue              	764          	1.284         	1.238        	0.1353        	0.084        	0.3703       	--           	0            	1.21         	0.528        	1.797        	0.8983       	0.8783       	0.2016         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	764          	1.284         	1.238        	0.1353        	0.084        	0.3703       	--           	0            	1.21         	0.528        	1.797        	0.8983       	0.8783       	0.2016         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	764          	1.284         	1.238        	0.1353        	0.084        	0.3703       	--           	0            	1.21         	0.528        	1.797        	0.8983       	0.8783       	0.2016         	--             	--            
