                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4614       	0.09418       	--           	0.09839      	0.3793       	0.01148      	1.001        	0.08932      	0.3754       	0.1846       	0.2714       	0.2717         	--             	--            
FirstTries                            	4614         	1             	1            	0.1749        	0.1499       	0.2132       	0.3793       	0.02487      	1.031        	0.1936       	0.8136       	0.4          	0.5882       	0.2717         	0.5985         	0.5985        
SomeoneTries                          	4614         	1             	1            	0.1749        	0.1499       	0.2132       	0.3793       	0.02487      	1.031        	0.1936       	0.8136       	0.4          	0.5882       	0.2717         	0.5985         	0.5985        
NooneTries                            	5386         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2717         	--             	--            
InventionOccurs                       	2714         	1             	1            	0.1753        	0.1503       	0.3625       	0.3793       	0.04229      	1.176        	0.3291       	1.383        	0.6801       	1            	0.2717         	0.6385         	0.6385        
InadvertentInfringement               	305          	1             	1            	0.169         	0.144        	0.3664       	0.3664       	0.3664       	1.097        	0.2277       	1.188        	0.4941       	1            	0.2717         	0.6404         	0.6404        
AgreementReached                      	2400         	1             	1            	0.1762        	0.1512       	0.3621       	0.3811       	0            	1.186        	0.3429       	1.41         	0.705        	1            	0.2717         	0.6378         	0.6378        
IntentionalInfringement               	9            	1             	1            	0.1738        	0.1488       	0.3352       	0.3352       	0.3352       	1.061        	0.0989       	0.8683       	0.3341       	1            	0.2717         	0.7465         	0.7465        
InventionUsed                         	2714         	1             	1            	0.1753        	0.1503       	0.3625       	0.3793       	0.04229      	1.176        	0.3291       	1.383        	0.6801       	1            	0.2717         	0.6385         	0.6385        
AllHighValue                          	2038         	1             	0.8714       	0.1974        	--           	0.2293       	0.4543       	0.02717      	1.026        	0.2394       	0.9373       	0.4627       	0.5255       	0.2717         	--             	--            
FirstTriesHighValue                   	1776         	1             	1            	0.2228        	0.1978       	0.2631       	0.4543       	0.03118      	1.033        	0.2747       	1.076        	0.5309       	0.603        	0.2717         	0.6183         	0.6183        
SomeoneTriesHighValue                 	1776         	1             	1            	0.2228        	0.1978       	0.2631       	0.4543       	0.03118      	1.033        	0.2747       	1.076        	0.5309       	0.603        	0.2717         	0.6183         	0.6183        
NooneTriesHighValue                   	262          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2717         	--             	--            
InventionOccursHighValue              	1071         	1             	1            	0.2211        	0.1961       	0.4363       	0.4543       	0.0517       	1.204        	0.4556       	1.784        	0.8804       	1            	0.2717         	0.6603         	0.6603        
InadvertentHighValue                  	122          	1             	1            	0.2219        	0.1969       	0.4538       	0.4538       	0.4538       	1.132        	0.3515       	1.611        	0.7054       	1            	0.2717         	0.6651         	0.6651        
AgreementReachedHighValue             	949          	1             	1            	0.221         	0.196        	0.434        	0.4544       	0            	1.213        	0.4689       	1.806        	0.9029       	1            	0.2717         	0.6597         	0.6597        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1071         	1             	1            	0.2211        	0.1961       	0.4363       	0.4543       	0.0517       	1.204        	0.4556       	1.784        	0.8804       	1            	0.2717         	0.6603         	0.6603        
