                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4655       	0.08887       	--           	0.09226      	0.359        	0.0005056    	1.049        	0.09271      	0.8655       	0.6804       	0.2717       	0.273          	--             	--            
FirstTries                            	4655         	1             	1            	0.1622        	0.1372       	0.1982       	0.359        	0.001086     	1.078        	0.1992       	1.287        	0.8889       	0.5837       	0.273          	0.5862         	0.5862        
SomeoneTries                          	4655         	1             	1            	0.1622        	0.1372       	0.1982       	0.359        	0.001086     	1.078        	0.1992       	1.287        	0.8889       	0.5837       	0.273          	0.5862         	0.5862        
NooneTries                            	5345         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.273          	--             	--            
InventionOccurs                       	2717         	1             	1            	0.1598        	0.1348       	0.3396       	0.359        	0.001861     	1.221        	0.3412       	1.854        	1.172        	1            	0.273          	0.6203         	0.6203        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2700         	1             	1            	0.1598        	0.1348       	0.3398       	0.3594       	0            	1.222        	0.3425       	1.857        	1.174        	1            	0.273          	0.6195         	0.6195        
IntentionalInfringement               	17           	1             	1            	0.1458        	0.1208       	0.2974       	0.2974       	0.2974       	1.094        	0.1398       	1.367        	0.8299       	1            	0.273          	0.7392         	0.7392        
InventionUsed                         	2717         	1             	1            	0.1598        	0.1348       	0.3396       	0.359        	0.001861     	1.221        	0.3412       	1.854        	1.172        	1            	0.273          	0.6203         	0.6203        
AllHighValue                          	2034         	1             	0.8643       	0.185         	--           	0.2123       	0.4409       	0            	1.068        	0.245        	1.405        	0.9481       	0.5059       	0.273          	--             	--            
FirstTriesHighValue                   	1758         	1             	1            	0.2101        	0.1851       	0.2457       	0.4409       	0            	1.075        	0.2835       	1.548        	1.019        	0.5853       	0.273          	0.6003         	0.6003        
SomeoneTriesHighValue                 	1758         	1             	1            	0.2101        	0.1851       	0.2457       	0.4409       	0            	1.075        	0.2835       	1.548        	1.019        	0.5853       	0.273          	0.6003         	0.6003        
NooneTriesHighValue                   	276          	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.273          	--             	--            
InventionOccursHighValue              	1029         	1             	1            	0.2061        	0.1811       	0.4197       	0.4409       	0            	1.253        	0.4843       	2.298        	1.394        	1            	0.273          	0.6391         	0.6391        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1029         	1             	1            	0.2061        	0.1811       	0.4197       	0.4409       	0            	1.253        	0.4843       	2.298        	1.394        	1            	0.273          	0.6391         	0.6391        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1029         	1             	1            	0.2061        	0.1811       	0.4197       	0.4409       	0            	1.253        	0.4843       	2.298        	1.394        	1            	0.273          	0.6391         	0.6391        
