                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	2.719         	2.035        	0.1942        	--           	0.1946       	--           	0.007807     	1.001        	0.2101       	0.8093       	0.402        	0.2557       	0.2559         	--             	--            
FirstTries                            	7501         	2.718         	2.584        	0.2312        	0.0619       	0.252        	--           	0.01041      	1.008        	0.2727       	1.049        	0.5212       	0.3409       	0.2559         	--             	--            
SomeoneTries                          	8264         	2.723         	2.463        	0.2209        	0.05971      	0.2354       	--           	0.009447     	1.006        	0.2542       	0.9793       	0.4864       	0.3094       	0.2559         	--             	--            
NooneTries                            	1736         	2.699         	0            	0.06747       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2559         	--             	--            
InventionOccurs                       	6755         	2.745         	2.578        	0.2302        	0.06117      	0.288        	--           	0.01156      	1.023        	0.311        	1.198        	0.5951       	0.3785       	0.2559         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6487         	2.746         	2.572        	0.2297        	0.06103      	0.2879       	--           	0            	1.025        	0.3158       	1.207        	0.6037       	0.3801       	0.2559         	--             	--            
IntentionalInfringement               	268          	2.713         	2.713        	0.2429        	0.06473      	0.2913       	0.2913       	0.2913       	0.9829       	0.1958       	0.9743       	0.3872       	0.3396       	0.2559         	0.3295         	0.8848        
InventionUsed                         	6755         	2.745         	2.578        	0.2302        	0.06117      	0.288        	--           	0.01156      	1.023        	0.311        	1.198        	0.5951       	0.3785       	0.2559         	--             	--            
AllHighValue                          	2051         	2.723         	2.723        	0.3041        	0.08683      	0.3756       	0.4294       	0.0002104    	1.03         	0.4354       	1.622        	0.811        	0.3491       	0.2559         	0.3411         	0.909         
FirstTriesHighValue                   	2051         	2.723         	2.723        	0.3041        	0.08683      	0.3756       	0.4294       	0.0002104    	1.03         	0.4354       	1.622        	0.811        	0.3491       	0.2559         	0.3411         	0.909         
SomeoneTriesHighValue                 	2051         	2.723         	2.723        	0.3041        	0.08683      	0.3756       	0.4294       	0.0002104    	1.03         	0.4354       	1.622        	0.811        	0.3491       	0.2559         	0.3411         	0.909         
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1848         	2.739         	2.739        	0.3043        	0.08621      	0.4168       	0.4294       	0.0002335    	1.046        	0.4832       	1.8          	0.9          	0.3874       	0.2559         	0.3428         	0.9184        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1847         	2.74          	2.74         	0.3043        	0.08622      	0.4168       	0.4294       	0            	1.046        	0.4834       	1.8          	0.9002       	0.3871       	0.2559         	0.3427         	0.9184        
IntentionalInfringementHighValue      	1            	2             	2            	0.1933        	0.07163      	0.4315       	0.4315       	0.4315       	1.069        	0.2699       	1.403        	0.6013       	1            	0.2559         	0.509          	0.9421        
InventionUsedHighValue                	1848         	2.739         	2.739        	0.3043        	0.08621      	0.4168       	0.4294       	0.0002335    	1.046        	0.4832       	1.8          	0.9          	0.3874       	0.2559         	0.3428         	0.9184        
