                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	4.531         	2.184        	0.3949        	--           	0.18         	--           	7.66E-05     	0.9986       	0.1748       	1.19         	0.835        	0.1154       	0.1153         	--             	--            
FirstTries                            	4845         	4.527         	3.909        	0.6304        	0.1286       	0.32         	--           	0.0001581    	0.9752       	0.3094       	1.727        	1.098        	0.2382       	0.1153         	--             	--            
SomeoneTries                          	6477         	4.528         	3.371        	0.5479        	0.122        	0.2778       	--           	0.0001183    	0.985        	0.2699       	1.568        	1.02         	0.1782       	0.1153         	--             	--            
NooneTries                            	3523         	4.536         	0            	0.1134        	--           	0            	--           	0            	1.024        	0            	0.4943       	0.4943       	0            	0.1153         	--             	--            
InventionOccurs                       	5302         	4.532         	3.699        	0.5951        	0.1251       	0.3394       	--           	0.0001445    	0.988        	0.3297       	1.808        	1.139        	0.2177       	0.1153         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5300         	4.533         	3.699        	0.5952        	0.1252       	0.3394       	--           	0            	0.988        	0.3297       	1.808        	1.139        	0.2177       	0.1153         	--             	--            
IntentionalInfringement               	2            	4             	4            	0.2799        	0.04497      	0.383        	0.383        	0.383        	1.047        	0.2104       	1.673        	0.9794       	0            	0.1153         	0.2381         	0.9988        
InventionUsed                         	5302         	4.532         	3.699        	0.5951        	0.1251       	0.3394       	--           	0.0001445    	0.988        	0.3297       	1.808        	1.139        	0.2177       	0.1153         	--             	--            
AllHighValue                          	2115         	4.52          	4.156        	0.8382        	--           	0.4183       	--           	0            	0.949        	0.4064       	2.107        	1.283        	0.1967       	0.1153         	--             	--            
FirstTriesHighValue                   	1942         	4.527         	4.297        	0.8643        	0.1745       	0.4288       	--           	0            	0.9453       	0.4159       	2.146        	1.302        	0.2142       	0.1153         	--             	--            
SomeoneTriesHighValue                 	2112         	4.521         	4.161        	0.8392        	0.1739       	0.4189       	--           	0            	0.9489       	0.407        	2.11         	1.284        	0.197        	0.1153         	--             	--            
NooneTriesHighValue                   	3            	4             	0            	0.1           	--           	0            	--           	0            	1.024        	0            	0.495        	0.495        	0            	0.1153         	--             	--            
InventionOccursHighValue              	1939         	4.527         	4.246        	0.8561        	0.1746       	0.4562       	--           	0            	0.9536       	0.4433       	2.256        	1.357        	0.2145       	0.1153         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1939         	4.527         	4.246        	0.8561        	0.1746       	0.4562       	--           	0            	0.9536       	0.4433       	2.256        	1.357        	0.2145       	0.1153         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1939         	4.527         	4.246        	0.8561        	0.1746       	0.4562       	--           	0            	0.9536       	0.4433       	2.256        	1.357        	0.2145       	0.1153         	--             	--            
