                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.124         	0.8287       	0.2339        	--           	0.223        	--           	0.0007452    	1            	0.2166       	0.8792       	0.4394       	0.6748       	0.6753         	--             	--            
FirstTries                            	7349         	1.126         	1.116        	0.3066        	0.249        	0.3016       	--           	0.001014     	1.009        	0.2929       	1.189        	0.5942       	0.9182       	0.6753         	--             	--            
SomeoneTries                          	7438         	1.137         	1.114        	0.3051        	0.2477       	0.2999       	--           	0.001002     	1.009        	0.2912       	1.182        	0.5907       	0.9072       	0.6753         	--             	--            
NooneTries                            	2562         	1.085         	0            	0.02714       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6753         	--             	--            
InventionOccurs                       	7263         	1.139         	1.117        	0.3068        	0.2485       	0.3071       	--           	0.001026     	1.015        	0.2982       	1.211        	0.6049       	0.9291       	0.6753         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	7236         	1.139         	1.117        	0.307         	0.2487       	0.3072       	--           	0            	1.015        	0.2989       	1.212        	0.6061       	0.9288       	0.6753         	--             	--            
IntentionalInfringement               	27           	1             	1            	0.2362        	0.2112       	0.276        	0.276        	0.276        	0.9398       	0.1063       	0.7646       	0.2823       	1            	0.6753         	0.9882         	0.9882        
InventionUsed                         	7263         	1.139         	1.117        	0.3068        	0.2485       	0.3071       	--           	0.001026     	1.015        	0.2982       	1.211        	0.6049       	0.9291       	0.6753         	--             	--            
AllHighValue                          	1983         	1.123         	1.122        	0.4738        	--           	0.455        	--           	0            	1.006        	0.4354       	1.781        	0.8904       	0.9294       	0.6753         	--             	--            
FirstTriesHighValue                   	1982         	1.123         	1.122        	0.4741        	0.3963       	0.4552       	--           	0            	1.006        	0.4356       	1.782        	0.8908       	0.9299       	0.6753         	--             	--            
SomeoneTriesHighValue                 	1982         	1.123         	1.122        	0.4741        	0.3963       	0.4552       	--           	0            	1.006        	0.4356       	1.782        	0.8908       	0.9299       	0.6753         	--             	--            
NooneTriesHighValue                   	1            	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6753         	--             	--            
InventionOccursHighValue              	1957         	1.125         	1.124        	0.4744        	0.396        	0.461        	--           	0            	1.012        	0.4412       	1.804        	0.9022       	0.9417       	0.6753         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1957         	1.125         	1.124        	0.4744        	0.396        	0.461        	--           	0            	1.012        	0.4412       	1.804        	0.9022       	0.9417       	0.6753         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1957         	1.125         	1.124        	0.4744        	0.396        	0.461        	--           	0            	1.012        	0.4412       	1.804        	0.9022       	0.9417       	0.6753         	--             	--            
