                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4682       	0.06292       	--           	0.07963      	0.3256       	0            	1.017        	0.07963      	0.3185       	0.1593       	0.2384       	0.2384         	--             	--            
FirstTries                            	4682         	1             	1            	0.106         	0.081        	0.1701       	0.3256       	0            	1.064        	0.1701       	0.6803       	0.3401       	0.5092       	0.2384         	0.5049         	0.5049        
SomeoneTries                          	4682         	1             	1            	0.106         	0.081        	0.1701       	0.3256       	0            	1.064        	0.1701       	0.6803       	0.3401       	0.5092       	0.2384         	0.5049         	0.5049        
NooneTries                            	5318         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2384         	--             	--            
InventionOccurs                       	2384         	1             	1            	0.1026        	0.07764      	0.334        	0.3256       	0            	1.231        	0.334        	1.336        	0.668        	1            	0.2384         	0.5491         	0.5491        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2384         	1             	1            	0.1026        	0.07764      	0.334        	0.3256       	0            	1.231        	0.334        	1.336        	0.668        	1            	0.2384         	0.5491         	0.5491        
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2384         	1             	1            	0.1026        	0.07764      	0.334        	0.3256       	0            	1.231        	0.334        	1.336        	0.668        	1            	0.2384         	0.5491         	0.5491        
AllHighValue                          	1950         	1             	0.8426       	0.115         	--           	0.1923       	0.4289       	0            	1.077        	0.1923       	0.7691       	0.3846       	0.4256       	0.2384         	--             	--            
FirstTriesHighValue                   	1643         	1             	1            	0.1318        	0.1068       	0.2282       	0.4289       	0            	1.096        	0.2282       	0.9128       	0.4564       	0.5052       	0.2384         	0.5008         	0.5008        
SomeoneTriesHighValue                 	1643         	1             	1            	0.1318        	0.1068       	0.2282       	0.4289       	0            	1.096        	0.2282       	0.9128       	0.4564       	0.5052       	0.2384         	0.5008         	0.5008        
NooneTriesHighValue                   	307          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2384         	--             	--            
InventionOccursHighValue              	830          	1             	1            	0.1275        	0.1025       	0.4517       	0.4289       	0            	1.324        	0.4517       	1.807        	0.9035       	1            	0.2384         	0.5501         	0.5501        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	830          	1             	1            	0.1275        	0.1025       	0.4517       	0.4289       	0            	1.324        	0.4517       	1.807        	0.9035       	1            	0.2384         	0.5501         	0.5501        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	830          	1             	1            	0.1275        	0.1025       	0.4517       	0.4289       	0            	1.324        	0.4517       	1.807        	0.9035       	1            	0.2384         	0.5501         	0.5501        
