                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.5511       	0.1147        	--           	0.1261       	0.3866       	0            	1.011        	0.1019       	0.456        	0.228        	0.3299       	0.3296         	--             	--            
FirstTries                            	5511         	1             	1            	0.1877        	0.1627       	0.2289       	0.3866       	0            	1.041        	0.1848       	0.8274       	0.4137       	0.5986       	0.3296         	0.5893         	0.5893        
SomeoneTries                          	5511         	1             	1            	0.1877        	0.1627       	0.2289       	0.3866       	0            	1.041        	0.1848       	0.8274       	0.4137       	0.5986       	0.3296         	0.5893         	0.5893        
NooneTries                            	4489         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3296         	--             	--            
InventionOccurs                       	3299         	1             	1            	0.1887        	0.1637       	0.3823       	0.3866       	0            	1.194        	0.3088       	1.382        	0.6911       	1            	0.3296         	0.6376         	0.6376        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3299         	1             	1            	0.1887        	0.1637       	0.3823       	0.3866       	0            	1.194        	0.3088       	1.382        	0.6911       	1            	0.3296         	0.6376         	0.6376        
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3299         	1             	1            	0.1887        	0.1637       	0.3823       	0.3866       	0            	1.194        	0.3088       	1.382        	0.6911       	1            	0.3296         	0.6376         	0.6376        
AllHighValue                          	1969         	1             	0.9904       	0.2561        	--           	0.3069       	0.4978       	0            	1.051        	0.2513       	1.116        	0.5582       	0.6166       	0.3296         	--             	--            
FirstTriesHighValue                   	1950         	1             	1            	0.2584        	0.2334       	0.3099       	0.4978       	0            	1.052        	0.2537       	1.127        	0.5636       	0.6226       	0.3296         	0.6189         	0.6189        
SomeoneTriesHighValue                 	1950         	1             	1            	0.2584        	0.2334       	0.3099       	0.4978       	0            	1.052        	0.2537       	1.127        	0.5636       	0.6226       	0.3296         	0.6189         	0.6189        
NooneTriesHighValue                   	19           	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3296         	--             	--            
InventionOccursHighValue              	1214         	1             	1            	0.2577        	0.2327       	0.4978       	0.4978       	0            	1.24         	0.4075       	1.811        	0.9053       	1            	0.3296         	0.6666         	0.6666        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1214         	1             	1            	0.2577        	0.2327       	0.4978       	0.4978       	0            	1.24         	0.4075       	1.811        	0.9053       	1            	0.3296         	0.6666         	0.6666        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1214         	1             	1            	0.2577        	0.2327       	0.4978       	0.4978       	0            	1.24         	0.4075       	1.811        	0.9053       	1            	0.3296         	0.6666         	0.6666        
