                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.428         	0.6898       	0.1093        	--           	0.1075       	--           	0.001894     	1.001        	0.1058       	0.4264       	0.2126       	0.2358       	0.2371         	--             	--            
FirstTries                            	4795         	1.438         	1.345        	0.1798        	0.1073       	0.2112       	--           	0.003949     	1.027        	0.2076       	0.8377       	0.4176       	0.4918       	0.2371         	--             	--            
SomeoneTries                          	5244         	1.486         	1.315        	0.1776        	0.107        	0.2049       	--           	0.003611     	1.024        	0.2017       	0.8132       	0.4054       	0.4497       	0.2371         	--             	--            
NooneTries                            	4756         	1.363         	0            	0.03407       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2371         	--             	--            
InventionOccurs                       	3224         	1.543         	1.409        	0.1858        	0.1046       	0.3333       	--           	0.005873     	1.116        	0.328        	1.323        	0.6595       	0.7314       	0.2371         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3164         	1.546         	1.409        	0.186         	0.1047       	0.3336       	--           	0            	1.118        	0.3312       	1.33         	0.6649       	0.7304       	0.2371         	--             	--            
IntentionalInfringement               	60           	1.417         	1.417        	0.1749        	0.1018       	0.3156       	0.3156       	0.3156       	1.04         	0.1584       	0.9481       	0.374        	0.7833       	0.2371         	0.5522         	0.7346        
InventionUsed                         	3224         	1.543         	1.409        	0.1858        	0.1046       	0.3333       	--           	0.005873     	1.116        	0.328        	1.323        	0.6595       	0.7314       	0.2371         	--             	--            
AllHighValue                          	2005         	1.421         	1.139        	0.1929        	--           	0.2219       	--           	0            	1.025        	0.2512       	0.9462       	0.4731       	0.3875       	0.2371         	--             	--            
FirstTriesHighValue                   	1607         	1.428         	1.373        	0.2247        	0.1386       	0.265        	--           	0            	1.035        	0.3016       	1.133        	0.5667       	0.4835       	0.2371         	--             	--            
SomeoneTriesHighValue                 	1685         	1.455         	1.355        	0.2236        	0.1392       	0.264        	--           	0            	1.034        	0.2989       	1.126        	0.5629       	0.4611       	0.2371         	--             	--            
NooneTriesHighValue                   	320          	1.244         	0            	0.03109       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2371         	--             	--            
InventionOccursHighValue              	1055         	1.527         	1.454        	0.2331        	0.1348       	0.4217       	--           	0            	1.15         	0.4774       	1.798        	0.8991       	0.7365       	0.2371         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1055         	1.527         	1.454        	0.2331        	0.1348       	0.4217       	--           	0            	1.15         	0.4774       	1.798        	0.8991       	0.7365       	0.2371         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1055         	1.527         	1.454        	0.2331        	0.1348       	0.4217       	--           	0            	1.15         	0.4774       	1.798        	0.8991       	0.7365       	0.2371         	--             	--            
