                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.002         	0.1775       	0.03131       	--           	0.01304      	1            	0            	0.9818       	0.01254      	0.05116      	0.02558      	0.0348       	0.03503        	--             	--            
FirstTries                            	1770         	1.001         	1.001        	0.06032       	0.03525      	0.07368      	1            	0            	1.013        	0.07083      	0.289        	0.1445       	0.1966       	0.03503        	0.1881         	0.1883        
SomeoneTries                          	1773         	1.003         	1.001        	0.06034       	0.03523      	0.07356      	1            	0            	1.013        	0.07071      	0.2885       	0.1443       	0.1963       	0.03503        	--             	--            
NooneTries                            	8227         	1.002         	0            	0.02506       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03503        	--             	--            
InventionOccurs                       	348          	1.003         	1.003        	0.06049       	0.03537      	0.3748       	1            	0            	1.314        	0.3603       	1.47         	0.735        	1            	0.03503        	0.1939         	0.1945        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	348          	1.003         	1.003        	0.06049       	0.03537      	0.3748       	1            	0            	1.314        	0.3603       	1.47         	0.735        	1            	0.03503        	0.1939         	0.1945        
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	348          	1.003         	1.003        	0.06049       	0.03537      	0.3748       	1            	0            	1.314        	0.3603       	1.47         	0.735        	1            	0.03503        	0.1939         	0.1945        
AllHighValue                          	2030         	1.002         	0.3704       	0.04222       	--           	0.03853      	1.049        	0            	0.9964       	0.03605      	0.1492       	0.07458      	0.08227      	0.03503        	--             	--            
FirstTriesHighValue                   	752          	1             	1            	0.07136       	0.04636      	0.104        	1.049        	0            	1.033        	0.09731      	0.4027       	0.2013       	0.2221       	0.03503        	0.1903         	0.1903        
SomeoneTriesHighValue                 	752          	1             	1            	0.07136       	0.04636      	0.104        	1.049        	0            	1.033        	0.09731      	0.4027       	0.2013       	0.2221       	0.03503        	0.1903         	0.1903        
NooneTriesHighValue                   	1278         	1.003         	0            	0.02508       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03503        	--             	--            
InventionOccursHighValue              	167          	1             	1            	0.06918       	0.04418      	0.4684       	1.049        	0            	1.399        	0.4382       	1.813        	0.9066       	1            	0.03503        	0.1994         	0.1994        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	167          	1             	1            	0.06918       	0.04418      	0.4684       	1.049        	0            	1.399        	0.4382       	1.813        	0.9066       	1            	0.03503        	0.1994         	0.1994        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	167          	1             	1            	0.06918       	0.04418      	0.4684       	1.049        	0            	1.399        	0.4382       	1.813        	0.9066       	1            	0.03503        	0.1994         	0.1994        
