                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4923       	0.09884       	--           	0.1022       	0.371        	0.000431     	1.003        	0.09837      	0.4011       	0.2004       	0.2936       	0.2947         	--             	--            
FirstTries                            	4923         	1             	1            	0.175         	0.15         	0.2075       	0.371        	0.0008755    	1.032        	0.1998       	0.8147       	0.407        	0.5964       	0.2947         	0.5949         	0.5949        
SomeoneTries                          	4923         	1             	1            	0.175         	0.15         	0.2075       	0.371        	0.0008755    	1.032        	0.1998       	0.8147       	0.407        	0.5964       	0.2947         	0.5949         	0.5949        
NooneTries                            	5077         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2947         	--             	--            
InventionOccurs                       	2936         	1             	1            	0.1748        	0.1498       	0.348        	0.371        	0.001468     	1.173        	0.3351       	1.366        	0.6825       	1            	0.2947         	0.6335         	0.6335        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2919         	1             	1            	0.175         	0.15         	0.3486       	0.3717       	0            	1.174        	0.3357       	1.369        	0.6843       	1            	0.2947         	0.6325         	0.6325        
IntentionalInfringement               	17           	1             	1            	0.141         	0.116        	0.2535       	0.2535       	0.2535       	1.012        	0.2235       	0.954        	0.377        	1            	0.2947         	0.8067         	0.8067        
InventionUsed                         	2936         	1             	1            	0.1748        	0.1498       	0.348        	0.371        	0.001468     	1.173        	0.3351       	1.366        	0.6825       	1            	0.2947         	0.6335         	0.6335        
AllHighValue                          	2028         	1             	0.9112       	0.2072        	--           	0.2421       	0.4577       	0            	1.035        	0.2579       	1            	0.5          	0.5547       	0.2947         	--             	--            
FirstTriesHighValue                   	1848         	1             	1            	0.225         	0.2          	0.2657       	0.4577       	0            	1.041        	0.283        	1.097        	0.5487       	0.6088       	0.2947         	0.6069         	0.6069        
SomeoneTriesHighValue                 	1848         	1             	1            	0.225         	0.2          	0.2657       	0.4577       	0            	1.041        	0.283        	1.097        	0.5487       	0.6088       	0.2947         	0.6069         	0.6069        
NooneTriesHighValue                   	180          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2947         	--             	--            
InventionOccursHighValue              	1125         	1             	1            	0.2237        	0.1987       	0.4364       	0.4577       	0            	1.213        	0.4649       	1.803        	0.9014       	1            	0.2947         	0.6491         	0.6491        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1125         	1             	1            	0.2237        	0.1987       	0.4364       	0.4577       	0            	1.213        	0.4649       	1.803        	0.9014       	1            	0.2947         	0.6491         	0.6491        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1125         	1             	1            	0.2237        	0.1987       	0.4364       	0.4577       	0            	1.213        	0.4649       	1.803        	0.9014       	1            	0.2947         	0.6491         	0.6491        
