                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.005         	0.4469       	0.09294       	--           	0.09662      	--           	0.009573     	1.001        	0.08816      	0.3696       	0.1822       	0.2671       	0.2684         	--             	--            
FirstTries                            	4447         	1.004         	1.003        	0.1774        	0.1518       	0.2172       	--           	0.02153      	1.034        	0.1982       	0.8306       	0.4094       	0.6006       	0.2684         	--             	--            
SomeoneTries                          	4454         	1.006         	1.003        	0.1774        	0.1517       	0.2169       	--           	0.02149      	1.034        	0.1979       	0.8297       	0.409        	0.5997       	0.2684         	--             	--            
NooneTries                            	5546         	1.005         	0            	0.02513       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2684         	--             	--            
InventionOccurs                       	2680         	1.005         	1.004        	0.1766        	0.1509       	0.3605       	--           	0.03572      	1.174        	0.329        	1.379        	0.6797       	0.9966       	0.2684         	--             	--            
InadvertentInfringement               	249          	1.012         	1.012        	0.1749        	0.1479       	0.3687       	0.3687       	0.3687       	1.093        	0.2448       	1.227        	0.5136       	0.988        	0.2684         	0.6576         	0.6625        
AgreementReached                      	2419         	1.005         	1.003        	0.1767        	0.1512       	0.3598       	--           	0            	1.183        	0.3386       	1.397        	0.6985       	0.9975       	0.2684         	--             	--            
IntentionalInfringement               	12           	1             	1            	0.177         	0.152        	0.326        	0.326        	0.326        	1.049        	0.1291       	0.9101       	0.3551       	1            	0.2684         	0.7716         	0.7716        
InventionUsed                         	2680         	1.005         	1.004        	0.1766        	0.1509       	0.3605       	--           	0.03572      	1.174        	0.329        	1.379        	0.6797       	0.9966       	0.2684         	--             	--            
AllHighValue                          	1962         	1.003         	0.9363       	0.211         	--           	0.2501       	0.462        	0.02535      	1.033        	0.2537       	1.007        	0.4979       	0.5627       	0.2684         	--             	--            
FirstTriesHighValue                   	1831         	1.003         	1.003        	0.2242        	0.1986       	0.268        	0.462        	0.02717      	1.038        	0.2718       	1.08         	0.5335       	0.6029       	0.2684         	0.6024         	0.6036        
SomeoneTriesHighValue                 	1832         	1.003         	1.003        	0.2243        	0.1987       	0.2678       	0.462        	0.02715      	1.038        	0.2717       	1.079        	0.5332       	0.6026       	0.2684         	--             	--            
NooneTriesHighValue                   	130          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2684         	--             	--            
InventionOccursHighValue              	1107         	1.003         	1.003        	0.2227        	0.1972       	0.4432       	0.462        	0.04493      	1.21         	0.4496       	1.786        	0.8825       	0.9973       	0.2684         	0.6524         	0.6538        
InadvertentHighValue                  	114          	1.009         	1.009        	0.2128        	0.1858       	0.4363       	0.4363       	0.4363       	1.123        	0.3578       	1.588        	0.6941       	0.9912       	0.2684         	0.6622         	0.6651        
AgreementReachedHighValue             	993          	1.002         	1.002        	0.2238        	0.1985       	0.444        	0.465        	0            	1.22         	0.4601       	1.808        	0.9041       	0.998        	0.2684         	0.6513         	0.6525        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1107         	1.003         	1.003        	0.2227        	0.1972       	0.4432       	0.462        	0.04493      	1.21         	0.4496       	1.786        	0.8825       	0.9973       	0.2684         	0.6524         	0.6538        
