                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4727       	0.06044       	--           	0.07643      	0.3236       	0.003257     	1.062        	0.08153      	0.8129       	0.6538       	0.2398       	0.2403         	--             	--            
FirstTries                            	4727         	1             	1            	0.09998       	0.07498      	0.1617       	0.3236       	0.00689      	1.104        	0.1725       	1.163        	0.8267       	0.5073       	0.2403         	0.4904         	0.4904        
SomeoneTries                          	4727         	1             	1            	0.09998       	0.07498      	0.1617       	0.3236       	0.00689      	1.104        	0.1725       	1.163        	0.8267       	0.5073       	0.2403         	0.4904         	0.4904        
NooneTries                            	5273         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2403         	--             	--            
InventionOccurs                       	2398         	1             	1            	0.09827       	0.07327      	0.3187       	0.3236       	0.01358      	1.261        	0.34         	1.813        	1.149        	1            	0.2403         	0.5347         	0.5347        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2282         	1             	1            	0.09768       	0.07268      	0.3207       	0.3258       	0            	1.268        	0.3482       	1.833        	1.164        	1            	0.2403         	0.5355         	0.5355        
IntentionalInfringement               	116          	1             	1            	0.1098        	0.08481      	0.2807       	0.2807       	0.2807       	1.115        	0.1794       	1.415        	0.8547       	1            	0.2403         	0.5181         	0.5181        
InventionUsed                         	2398         	1             	1            	0.09827       	0.07327      	0.3187       	0.3236       	0.01358      	1.261        	0.34         	1.813        	1.149        	1            	0.2403         	0.5347         	0.5347        
AllHighValue                          	1981         	1             	0.8294       	0.1071        	--           	0.1832       	0.4277       	0            	1.121        	0.2102       	1.282        	0.8881       	0.4361       	0.2403         	--             	--            
FirstTriesHighValue                   	1643         	1             	1            	0.1239        	0.09893      	0.2209       	0.4277       	0            	1.141        	0.2535       	1.443        	0.9682       	0.5259       	0.2403         	0.4935         	0.4935        
SomeoneTriesHighValue                 	1643         	1             	1            	0.1239        	0.09893      	0.2209       	0.4277       	0            	1.141        	0.2535       	1.443        	0.9682       	0.5259       	0.2403         	0.4935         	0.4935        
NooneTriesHighValue                   	338          	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2403         	--             	--            
InventionOccursHighValue              	864          	1             	1            	0.1219        	0.0969       	0.4201       	0.4277       	0            	1.342        	0.482        	2.298        	1.396        	1            	0.2403         	0.5403         	0.5403        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	864          	1             	1            	0.1219        	0.0969       	0.4201       	0.4277       	0            	1.342        	0.482        	2.298        	1.396        	1            	0.2403         	0.5403         	0.5403        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	864          	1             	1            	0.1219        	0.0969       	0.4201       	0.4277       	0            	1.342        	0.482        	2.298        	1.396        	1            	0.2403         	0.5403         	0.5403        
