                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.015         	0.4405       	0.05768       	--           	--           	--           	--           	--           	--           	0.2683       	0.1311       	0.2041       	0.2048         	--             	--            
FirstTries                            	4343         	1.015         	1.012        	0.09952       	0.0733       	0.1525       	--           	0.02192      	1.046        	0.1557       	0.6163       	0.3011       	0.47         	0.2048         	--             	--            
SomeoneTries                          	4353         	1.017         	1.012        	0.0996        	0.07333      	--           	--           	--           	--           	--           	0.6163       	0.3012       	0.4689       	0.2048         	--             	--            
NooneTries                            	5647         	1.014         	0            	0.02536       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2048         	--             	--            
InventionOccurs                       	2063         	1.021         	1.016        	0.09792       	0.07128      	--           	--           	--           	--           	--           	1.3          	0.6355       	0.9893       	0.2048         	--             	--            
InadvertentInfringement               	195          	1.021         	1.015        	0.09838       	0.0716       	--           	--           	--           	--           	--           	1.141        	0.4704       	0.9846       	0.2048         	--             	--            
AgreementReached                      	1758         	1.02          	1.015        	0.09708       	0.07056      	0.3233       	--           	0            	1.225        	0.3467       	1.34         	0.67         	0.9898       	0.2048         	--             	--            
IntentionalInfringement               	110          	1.027         	1.027        	0.1106        	0.08234      	0.2894       	0.2894       	0.2894       	1.079        	0.1861       	0.951        	0.3755       	0.9909       	0.2048         	0.5226         	0.5311        
InventionUsed                         	2063         	1.021         	1.016        	0.09792       	0.07128      	--           	--           	--           	--           	--           	1.3          	0.6355       	0.9893       	0.2048         	--             	--            
AllHighValue                          	1977         	1.013         	0.7491       	0.09487       	--           	0.1488       	--           	0.01452      	1.05         	0.165        	0.6277       	0.3105       	0.348        	0.2048         	--             	--            
FirstTriesHighValue                   	1464         	1.012         	1.01         	0.119         	0.09284      	0.2004       	--           	0.01961      	1.076        	0.2222       	0.8453       	0.4181       	0.4699       	0.2048         	--             	--            
SomeoneTriesHighValue                 	1467         	1.014         	1.01         	0.1191        	0.09288      	0.2006       	--           	0.01957      	1.076        	0.2224       	0.846        	0.4184       	0.469        	0.2048         	--             	--            
NooneTriesHighValue                   	510          	1.01          	0            	0.02525       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2048         	--             	--            
InventionOccursHighValue              	695          	1.02          	1.014        	0.1178        	0.09105      	0.4234       	--           	0.0413       	1.294        	0.4694       	1.786        	0.8832       	0.9899       	0.2048         	--             	--            
InadvertentHighValue                  	67           	1             	1            	0.112         	0.08702      	0.4284       	0.4284       	0.4284       	1.216        	0.3729       	1.603        	0.7013       	1            	0.2048         	0.5376         	0.5376        
AgreementReachedHighValue             	628          	1.022         	1.016        	0.1184        	0.09148      	0.4229       	--           	0            	1.302        	0.4797       	1.805        	0.9026       	0.9889       	0.2048         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	695          	1.02          	1.014        	0.1178        	0.09105      	0.4234       	--           	0.0413       	1.294        	0.4694       	1.786        	0.8832       	0.9899       	0.2048         	--             	--            
