                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.194        	0.03074       	--           	0.01035      	0.3264       	0.0005841    	0.9794       	0.01099      	0.04267      	0.02115      	0.0322       	0.03268        	--             	--            
FirstTries                            	1940         	1             	1            	0.05461       	0.02961      	0.05333      	0.3264       	0.003011     	0.9977       	0.05665      	0.22         	0.109        	0.166        	0.03268        	0.178          	0.178         
SomeoneTries                          	1940         	1             	1            	0.05461       	0.02961      	0.05333      	0.3264       	0.003011     	0.9977       	0.05665      	0.22         	0.109        	0.166        	0.03268        	0.178          	0.178         
NooneTries                            	8060         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03268        	--             	--            
InventionOccurs                       	322          	1             	1            	0.05207       	0.02707      	0.3213       	0.3264       	0.01814      	1.263        	0.3413       	1.325        	0.6567       	1            	0.03268        	0.1831         	0.1831        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	303          	1             	1            	0.05166       	0.02666      	0.3221       	0.3276       	0            	1.27         	0.3494       	1.343        	0.6715       	1            	0.03268        	0.1831         	0.1831        
IntentionalInfringement               	19           	1             	1            	0.05854       	0.03354      	0.3074       	0.3074       	0.3074       	1.149        	0.213        	1.041        	0.4204       	1            	0.03268        	0.1832         	0.1832        
InventionUsed                         	322          	1             	1            	0.05207       	0.02707      	0.3213       	0.3264       	0.01814      	1.263        	0.3413       	1.325        	0.6567       	1            	0.03268        	0.1831         	0.1831        
AllHighValue                          	2104         	1             	0.3655       	0.03875       	--           	0.02318      	0.4255       	0            	0.9844       	0.0267       	0.09978      	0.04989      	0.05561      	0.03268        	--             	--            
FirstTriesHighValue                   	769          	1             	1            	0.06263       	0.03763      	0.06343      	0.4255       	0            	1.001        	0.07306      	0.273        	0.1365       	0.1521       	0.03268        	0.1781         	0.1781        
SomeoneTriesHighValue                 	769          	1             	1            	0.06263       	0.03763      	0.06343      	0.4255       	0            	1.001        	0.07306      	0.273        	0.1365       	0.1521       	0.03268        	0.1781         	0.1781        
NooneTriesHighValue                   	1335         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03268        	--             	--            
InventionOccursHighValue              	117          	1             	1            	0.05928       	0.03428      	0.4169       	0.4255       	0            	1.358        	0.4802       	1.794        	0.8971       	1            	0.03268        	0.1853         	0.1853        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	117          	1             	1            	0.05928       	0.03428      	0.4169       	0.4255       	0            	1.358        	0.4802       	1.794        	0.8971       	1            	0.03268        	0.1853         	0.1853        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	117          	1             	1            	0.05928       	0.03428      	0.4169       	0.4255       	0            	1.358        	0.4802       	1.794        	0.8971       	1            	0.03268        	0.1853         	0.1853        
