                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4097       	0.07625       	--           	0.07339      	0.3406       	0.002443     	0.9963       	0.08914      	0.325        	0.1616       	0.2461       	0.2469         	--             	--            
FirstTries                            	4097         	1             	1            	0.1501        	0.1251       	0.1791       	0.3406       	0.005963     	1.027        	0.2176       	0.7934       	0.3945       	0.6007       	0.2469         	0.5997         	0.5997        
SomeoneTries                          	4097         	1             	1            	0.1501        	0.1251       	0.1791       	0.3406       	0.005963     	1.027        	0.2176       	0.7934       	0.3945       	0.6007       	0.2469         	0.5997         	0.5997        
NooneTries                            	5903         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2469         	--             	--            
InventionOccurs                       	2461         	1             	1            	0.1492        	0.1242       	0.2982       	0.3406       	0.009927     	1.145        	0.3622       	1.321        	0.6568       	1            	0.2469         	0.6378         	0.6378        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2372         	1             	1            	0.1501        	0.1251       	0.2991       	0.343        	0            	1.149        	0.3713       	1.341        	0.6703       	1            	0.2469         	0.6335         	0.6335        
IntentionalInfringement               	89           	1             	1            	0.1266        	0.1016       	0.2745       	0.2745       	0.2745       	1.048        	0.1206       	0.7901       	0.2951       	1            	0.2469         	0.7511         	0.7511        
InventionUsed                         	2461         	1             	1            	0.1492        	0.1242       	0.2982       	0.3406       	0.009927     	1.145        	0.3622       	1.321        	0.6568       	1            	0.2469         	0.6378         	0.6378        
AllHighValue                          	2004         	1             	0.7071       	0.141         	--           	0.1557       	0.4086       	0            	1.015        	0.2401       	0.7916       	0.3958       	0.4381       	0.2469         	--             	--            
FirstTriesHighValue                   	1417         	1             	1            	0.1891        	0.1641       	0.2203       	0.4086       	0            	1.031        	0.3395       	1.12         	0.5598       	0.6196       	0.2469         	0.6134         	0.6134        
SomeoneTriesHighValue                 	1417         	1             	1            	0.1891        	0.1641       	0.2203       	0.4086       	0            	1.031        	0.3395       	1.12         	0.5598       	0.6196       	0.2469         	0.6134         	0.6134        
NooneTriesHighValue                   	587          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2469         	--             	--            
InventionOccursHighValue              	878          	1             	1            	0.1892        	0.1642       	0.3555       	0.4086       	0            	1.166        	0.5479       	1.807        	0.9034       	1            	0.2469         	0.6521         	0.6521        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	878          	1             	1            	0.1892        	0.1642       	0.3555       	0.4086       	0            	1.166        	0.5479       	1.807        	0.9034       	1            	0.2469         	0.6521         	0.6521        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	878          	1             	1            	0.1892        	0.1642       	0.3555       	0.4086       	0            	1.166        	0.5479       	1.807        	0.9034       	1            	0.2469         	0.6521         	0.6521        
