                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4963       	0.09563       	--           	0.09969      	0.3709       	0.0004076    	1.049        	0.0964       	0.8874       	0.6912       	0.2813       	0.282          	--             	--            
FirstTries                            	4963         	1             	1            	0.1673        	0.1423       	0.2009       	0.3709       	0.0008212    	1.075        	0.1942       	1.282        	0.8865       	0.5668       	0.282          	0.571          	0.571         
SomeoneTries                          	4963         	1             	1            	0.1673        	0.1423       	0.2009       	0.3709       	0.0008212    	1.075        	0.1942       	1.282        	0.8865       	0.5668       	0.282          	0.571          	0.571         
NooneTries                            	5037         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.282          	--             	--            
InventionOccurs                       	2813         	1             	1            	0.1661        	0.1411       	0.3544       	0.3709       	0.001449     	1.229        	0.3427       	1.886        	1.188        	1            	0.282          	0.6127         	0.6127        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2800         	1             	1            	0.1661        	0.1411       	0.3546       	0.3712       	0            	1.23         	0.3437       	1.888        	1.19         	1            	0.282          	0.612          	0.612         
IntentionalInfringement               	13           	1             	1            	0.1662        	0.1412       	0.3135       	0.3135       	0.3135       	1.089        	0.1345       	1.388        	0.8398       	1            	0.282          	0.754          	0.754         
InventionUsed                         	2813         	1             	1            	0.1661        	0.1411       	0.3544       	0.3709       	0.001449     	1.229        	0.3427       	1.886        	1.188        	1            	0.282          	0.6127         	0.6127        
AllHighValue                          	1990         	1             	0.9503       	0.2062        	--           	0.239        	0.4564       	0            	1.073        	0.2539       	1.476        	0.9827       	0.5482       	0.282          	--             	--            
FirstTriesHighValue                   	1891         	1             	1            	0.2156        	0.1906       	0.2516       	0.4564       	0            	1.075        	0.2672       	1.527        	1.008        	0.5769       	0.282          	0.5832         	0.5832        
SomeoneTriesHighValue                 	1891         	1             	1            	0.2156        	0.1906       	0.2516       	0.4564       	0            	1.075        	0.2672       	1.527        	1.008        	0.5769       	0.282          	0.5832         	0.5832        
NooneTriesHighValue                   	99           	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.282          	--             	--            
InventionOccursHighValue              	1091         	1             	1            	0.2154        	0.1904       	0.436        	0.4564       	0            	1.26         	0.4632       	2.288        	1.388        	1            	0.282          	0.6286         	0.6286        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1091         	1             	1            	0.2154        	0.1904       	0.436        	0.4564       	0            	1.26         	0.4632       	2.288        	1.388        	1            	0.282          	0.6286         	0.6286        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1091         	1             	1            	0.2154        	0.1904       	0.436        	0.4564       	0            	1.26         	0.4632       	2.288        	1.388        	1            	0.282          	0.6286         	0.6286        
