                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4626       	0.05992       	--           	0.07395      	0.3269       	0.003295     	1.06         	0.07864      	0.8022       	0.6485       	0.2294       	0.2305         	--             	--            
FirstTries                            	4626         	1             	1            	0.1005        	0.07549      	0.1599       	0.3269       	0.007123     	1.102        	0.17         	1.155        	0.8224       	0.4959       	0.2305         	0.4891         	0.4891        
SomeoneTries                          	4626         	1             	1            	0.1005        	0.07549      	0.1599       	0.3269       	0.007123     	1.102        	0.17         	1.155        	0.8224       	0.4959       	0.2305         	0.4891         	0.4891        
NooneTries                            	5374         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2305         	--             	--            
InventionOccurs                       	2294         	1             	1            	0.09822       	0.07322      	0.3224       	0.3269       	0.01436      	1.264        	0.3428       	1.825        	1.155        	1            	0.2305         	0.5304         	0.5304        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2180         	1             	1            	0.09768       	0.07268      	0.3241       	0.3289       	0            	1.272        	0.3508       	1.845        	1.17         	1            	0.2305         	0.5308         	0.5308        
IntentionalInfringement               	114          	1             	1            	0.1086        	0.0836       	0.289        	0.289        	0.289        	1.125        	0.1901       	1.453        	0.8737       	1            	0.2305         	0.5224         	0.5224        
InventionUsed                         	2294         	1             	1            	0.09822       	0.07322      	0.3224       	0.3269       	0.01436      	1.264        	0.3428       	1.825        	1.155        	1            	0.2305         	0.5304         	0.5304        
AllHighValue                          	2075         	1             	0.7725       	0.09853       	--           	0.1663       	0.4286       	0            	1.113        	0.1912       	1.21         	0.8526       	0.3961       	0.2305         	--             	--            
FirstTriesHighValue                   	1603         	1             	1            	0.1202        	0.09519      	0.2153       	0.4286       	0            	1.139        	0.2475       	1.419        	0.9567       	0.5128       	0.2305         	0.4928         	0.4928        
SomeoneTriesHighValue                 	1603         	1             	1            	0.1202        	0.09519      	0.2153       	0.4286       	0            	1.139        	0.2475       	1.419        	0.9567       	0.5128       	0.2305         	0.4928         	0.4928        
NooneTriesHighValue                   	472          	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2305         	--             	--            
InventionOccursHighValue              	822          	1             	1            	0.1172        	0.09217      	0.4198       	0.4286       	0            	1.347        	0.4826       	2.299        	1.397        	1            	0.2305         	0.535          	0.535         
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	822          	1             	1            	0.1172        	0.09217      	0.4198       	0.4286       	0            	1.347        	0.4826       	2.299        	1.397        	1            	0.2305         	0.535          	0.535         
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	822          	1             	1            	0.1172        	0.09217      	0.4198       	0.4286       	0            	1.347        	0.4826       	2.299        	1.397        	1            	0.2305         	0.535          	0.535         
