                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.695         	0.8306       	0.1088        	--           	0.1063       	--           	0.003887     	1            	0.1133       	0.4392       	0.2183       	0.2025       	0.2036         	--             	--            
FirstTries                            	4891         	1.701         	1.586        	0.1685        	0.07984      	0.2059       	--           	0.007948     	1.026        	0.2201       	0.8521       	0.4233       	0.414        	0.2036         	--             	--            
SomeoneTries                          	5440         	1.732         	1.527        	0.1653        	0.08061      	0.1955       	--           	0.007146     	1.022        	0.2082       	0.8074       	0.4012       	0.3722       	0.2036         	--             	--            
NooneTries                            	4560         	1.651         	0            	0.04128       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2036         	--             	--            
InventionOccurs                       	3315         	1.779         	1.647        	0.1727        	0.07836      	0.3207       	--           	0.01173      	1.096        	0.3417       	1.325        	0.6585       	0.6109       	0.2036         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3182         	1.781         	1.643        	0.1723        	0.07823      	0.3219       	--           	0            	1.1          	0.348        	1.34         	0.6699       	0.61         	0.2036         	--             	--            
IntentionalInfringement               	133          	1.737         	1.737        	0.1834        	0.08151      	0.2923       	0.2923       	0.2923       	1.013        	0.1928       	0.9703       	0.3851       	0.6316       	0.2036         	0.3868         	0.6669        
InventionUsed                         	3315         	1.779         	1.647        	0.1727        	0.07836      	0.3207       	--           	0.01173      	1.096        	0.3417       	1.325        	0.6585       	0.6109       	0.2036         	--             	--            
AllHighValue                          	1988         	1.689         	1.462        	0.1943        	--           	0.245        	--           	0            	1.037        	0.2795       	1.049        	0.5245       	0.3516       	0.2036         	--             	--            
FirstTriesHighValue                   	1711         	1.693         	1.633        	0.2106        	0.1037       	0.2749       	--           	0            	1.046        	0.3149       	1.18         	0.5899       	0.4085       	0.2036         	--             	--            
SomeoneTriesHighValue                 	1824         	1.712         	1.594        	0.2085        	0.1052       	0.2671       	--           	0            	1.042        	0.3046       	1.143        	0.5716       	0.3832       	0.2036         	--             	--            
NooneTriesHighValue                   	164          	1.433         	0            	0.03582       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2036         	--             	--            
InventionOccursHighValue              	1157         	1.762         	1.692        	0.2148        	0.1016       	0.421        	--           	0            	1.138        	0.4802       	1.802        	0.9012       	0.6041       	0.2036         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1157         	1.762         	1.692        	0.2148        	0.1016       	0.421        	--           	0            	1.138        	0.4802       	1.802        	0.9012       	0.6041       	0.2036         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1157         	1.762         	1.692        	0.2148        	0.1016       	0.421        	--           	0            	1.138        	0.4802       	1.802        	0.9012       	0.6041       	0.2036         	--             	--            
