                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.437        	0.05907       	--           	0.07169      	0.3305       	0.003476     	1.011        	0.07536      	0.2941       	0.1459       	0.2186       	0.2204         	0.2184         	0.2184        
FirstTries                            	4370         	1             	1            	0.103         	0.07795      	0.1641       	0.3305       	0.007953     	1.058        	0.1725       	0.673        	0.3338       	0.5002       	0.2204         	0.4998         	0.4998        
SomeoneTries                          	4370         	1             	1            	0.103         	0.07795      	0.1641       	0.3305       	0.007953     	1.058        	0.1725       	0.673        	0.3338       	0.5002       	0.2204         	0.4998         	0.4998        
NooneTries                            	5630         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2204         	0              	0             
InventionOccurs                       	2186         	1             	1            	0.09945       	0.07445      	0.328        	0.3305       	0.0159       	1.223        	0.3448       	1.345        	0.6672       	1            	0.2204         	0.545          	0.545         
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2066         	1             	1            	0.09906       	0.07406      	0.3302       	0.3329       	0            	1.231        	0.3543       	1.369        	0.6845       	1            	0.2204         	0.5455         	0.5455        
IntentionalInfringement               	120          	1             	1            	0.1062        	0.08119      	0.2896       	0.2896       	0.2896       	1.083        	0.1809       	0.9411       	0.3705       	1            	0.2204         	0.5366         	0.5366        
InventionUsed                         	2186         	1             	1            	0.09945       	0.07445      	0.328        	0.3305       	0.0159       	1.223        	0.3448       	1.345        	0.6672       	1            	0.2204         	0.545          	0.545         
AllHighValue                          	1987         	1             	0.7881       	0.1003        	--           	0.1639       	0.4248       	0.000168     	1.064        	0.1886       	0.7051       	0.3525       	0.3926       	0.2204         	0.3918         	0.3918        
FirstTriesHighValue                   	1566         	1             	1            	0.1205        	0.09551      	0.208        	0.4248       	0.0002131    	1.087        	0.2393       	0.8946       	0.4472       	0.4981       	0.2204         	0.4972         	0.4972        
SomeoneTriesHighValue                 	1566         	1             	1            	0.1205        	0.09551      	0.208        	0.4248       	0.0002131    	1.087        	0.2393       	0.8946       	0.4472       	0.4981       	0.2204         	0.4972         	0.4972        
NooneTriesHighValue                   	421          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2204         	0              	0             
InventionOccursHighValue              	780          	1             	1            	0.1172        	0.09224      	0.4175       	0.4248       	0.0004279    	1.3          	0.4805       	1.796        	0.8979       	1            	0.2204         	0.5484         	0.5484        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	779          	1             	1            	0.1172        	0.09223      	0.4177       	0.4249       	0            	1.3          	0.4806       	1.797        	0.8983       	1            	0.2204         	0.5482         	0.5482        
IntentionalInfringementHighValue      	1            	1             	1            	0.1195        	0.09452      	0.3337       	0.3337       	0.3337       	1.114        	0.3753       	1.418        	0.609        	1            	0.2204         	0.7005         	0.7005        
InventionUsedHighValue                	780          	1             	1            	0.1172        	0.09224      	0.4175       	0.4248       	0.0004279    	1.3          	0.4805       	1.796        	0.8979       	1            	0.2204         	0.5484         	0.5484        
