                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4362       	0.05869       	--           	0.07115      	0.3336       	0.00313      	1.011        	0.07538      	0.293        	0.1455       	0.2162       	0.2173         	--             	--            
FirstTries                            	4362         	1             	1            	0.1022        	0.07724      	0.1631       	0.3336       	0.007175     	1.058        	0.1728       	0.6718       	0.3335       	0.4956       	0.2173         	0.4992         	0.4992        
SomeoneTries                          	4362         	1             	1            	0.1022        	0.07724      	0.1631       	0.3336       	0.007175     	1.058        	0.1728       	0.6718       	0.3335       	0.4956       	0.2173         	0.4992         	0.4992        
NooneTries                            	5638         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2173         	--             	--            
InventionOccurs                       	2162         	1             	1            	0.09929       	0.07429      	0.3291       	0.3336       	0.01448      	1.225        	0.3486       	1.355        	0.6728       	1            	0.2173         	0.5462         	0.5462        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2055         	1             	1            	0.09882       	0.07382      	0.331        	0.3357       	0            	1.232        	0.3568       	1.376        	0.6878       	1            	0.2173         	0.5461         	0.5461        
IntentionalInfringement               	107          	1             	1            	0.1084        	0.08337      	0.2925       	0.2925       	0.2925       	1.084        	0.1912       	0.9674       	0.3837       	1            	0.2173         	0.5485         	0.5485        
InventionUsed                         	2162         	1             	1            	0.09929       	0.07429      	0.3291       	0.3336       	0.01448      	1.225        	0.3486       	1.355        	0.6728       	1            	0.2173         	0.5462         	0.5462        
AllHighValue                          	2045         	1             	0.7765       	0.1003        	--           	0.1628       	0.4301       	0.0004009    	1.062        	0.1871       	0.6998       	0.3498       	0.3878       	0.2173         	--             	--            
FirstTriesHighValue                   	1588         	1             	1            	0.1219        	0.09693      	0.2096       	0.4301       	0.0005163    	1.088        	0.241        	0.9012       	0.4505       	0.4994       	0.2173         	0.4984         	0.4984        
SomeoneTriesHighValue                 	1588         	1             	1            	0.1219        	0.09693      	0.2096       	0.4301       	0.0005163    	1.088        	0.241        	0.9012       	0.4505       	0.4994       	0.2173         	0.4984         	0.4984        
NooneTriesHighValue                   	457          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2173         	--             	--            
InventionOccursHighValue              	793          	1             	1            	0.1182        	0.09315      	0.4198       	0.4301       	0.001034     	1.301        	0.4825       	1.805        	0.9021       	1            	0.2173         	0.5513         	0.5513        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	791          	1             	1            	0.1181        	0.09308      	0.4198       	0.4302       	0            	1.302        	0.483        	1.806        	0.9028       	1            	0.2173         	0.5512         	0.5512        
IntentionalInfringementHighValue      	2            	1             	1            	0.1478        	0.1228       	0.4099       	0.4099       	0.4099       	1.162        	0.3006       	1.421        	0.6105       	1            	0.2173         	0.5623         	0.5623        
InventionUsedHighValue                	793          	1             	1            	0.1182        	0.09315      	0.4198       	0.4301       	0.001034     	1.301        	0.4825       	1.805        	0.9021       	1            	0.2173         	0.5513         	0.5513        
