                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4964       	0.08342       	--           	0.08867      	0.3398       	0.002671     	1.004        	0.09304      	0.3634       	0.1809       	0.2652       	0.2663         	--             	--            
FirstTries                            	4964         	1             	1            	0.1427        	0.1177       	0.1786       	0.3398       	0.00538      	1.034        	0.1874       	0.7321       	0.3644       	0.5342       	0.2663         	0.5343         	0.5343        
SomeoneTries                          	4964         	1             	1            	0.1427        	0.1177       	0.1786       	0.3398       	0.00538      	1.034        	0.1874       	0.7321       	0.3644       	0.5342       	0.2663         	0.5343         	0.5343        
NooneTries                            	5036         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2663         	--             	--            
InventionOccurs                       	2652         	1             	1            	0.1368        	0.1118       	0.3343       	0.3398       	0.01007      	1.194        	0.3508       	1.37         	0.6821       	1            	0.2663         	0.5722         	0.5722        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2569         	1             	1            	0.1364        	0.1114       	0.3347       	0.3404       	0            	1.198        	0.3576       	1.385        	0.6923       	1            	0.2663         	0.5714         	0.5714        
IntentionalInfringement               	83           	1             	1            	0.1493        	0.1243       	0.3218       	0.3218       	0.3218       	1.072        	0.1424       	0.9283       	0.3641       	1            	0.2663         	0.5965         	0.5965        
InventionUsed                         	2652         	1             	1            	0.1368        	0.1118       	0.3343       	0.3398       	0.01007      	1.194        	0.3508       	1.37         	0.6821       	1            	0.2663         	0.5722         	0.5722        
AllHighValue                          	1962         	1             	0.9297       	0.164         	--           	0.2004       	0.4195       	0            	1.036        	0.2466       	0.8941       	0.447        	0.4944       	0.2663         	--             	--            
FirstTriesHighValue                   	1824         	1             	1            	0.1745        	0.1495       	0.2156       	0.4195       	0            	1.041        	0.2652       	0.9617       	0.4808       	0.5318       	0.2663         	0.5383         	0.5383        
SomeoneTriesHighValue                 	1824         	1             	1            	0.1745        	0.1495       	0.2156       	0.4195       	0            	1.041        	0.2652       	0.9617       	0.4808       	0.5318       	0.2663         	0.5383         	0.5383        
NooneTriesHighValue                   	138          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2663         	--             	--            
InventionOccursHighValue              	970          	1             	1            	0.168         	0.143        	0.4054       	0.4195       	0            	1.237        	0.4988       	1.808        	0.9042       	1            	0.2663         	0.5765         	0.5765        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	970          	1             	1            	0.168         	0.143        	0.4054       	0.4195       	0            	1.237        	0.4988       	1.808        	0.9042       	1            	0.2663         	0.5765         	0.5765        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	970          	1             	1            	0.168         	0.143        	0.4054       	0.4195       	0            	1.237        	0.4988       	1.808        	0.9042       	1            	0.2663         	0.5765         	0.5765        
