                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	2.879         	2.322        	0.2307        	--           	0.2308       	--           	0.008675     	1            	0.2514       	0.9644       	0.4792       	0.3096       	0.3094         	--             	--            
FirstTries                            	8058         	2.882         	2.757        	0.2597        	0.06849      	0.2763       	--           	0.01077      	1.006        	0.3018       	1.156        	0.5743       	0.3842       	0.3094         	--             	--            
SomeoneTries                          	8817         	2.884         	2.633        	0.2521        	0.06909      	0.2618       	--           	0.009839     	1.004        	0.2851       	1.094        	0.5435       	0.3511       	0.3094         	--             	--            
NooneTries                            	1183         	2.843         	0            	0.07107       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3094         	--             	--            
InventionOccurs                       	8765         	2.884         	2.642        	0.2526        	0.06903      	0.2633       	--           	0.009897     	1.004        	0.2868       	1.1          	0.5467       	0.3532       	0.3094         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	8461         	2.884         	2.633        	0.2518        	0.069        	0.2625       	--           	0            	1.005        	0.2905       	1.106        	0.553        	0.3539       	0.3094         	--             	--            
IntentionalInfringement               	304          	2.888         	2.888        	0.2745        	0.0699       	0.2854       	0.2854       	0.2854       	0.9706       	0.1847       	0.9402       	0.3701       	0.3355       	0.3094         	0.3518         	0.9996        
InventionUsed                         	8765         	2.884         	2.642        	0.2526        	0.06903      	0.2633       	--           	0.009897     	1.004        	0.2868       	1.1          	0.5467       	0.3532       	0.3094         	--             	--            
AllHighValue                          	1971         	2.883         	2.883        	0.2901        	0.07556      	0.415        	0.4282       	0.0001834    	1.046        	0.4847       	1.8          	0.8997       	0.3623       	0.3094         	0.3526         	0.9996        
FirstTriesHighValue                   	1971         	2.883         	2.883        	0.2901        	0.07556      	0.415        	0.4282       	0.0001834    	1.046        	0.4847       	1.8          	0.8997       	0.3623       	0.3094         	0.3526         	0.9996        
SomeoneTriesHighValue                 	1971         	2.883         	2.883        	0.2901        	0.07556      	0.415        	0.4282       	0.0001834    	1.046        	0.4847       	1.8          	0.8997       	0.3623       	0.3094         	0.3526         	0.9996        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1971         	2.883         	2.883        	0.2901        	0.07556      	0.415        	0.4282       	0.0001834    	1.046        	0.4847       	1.8          	0.8997       	0.3623       	0.3094         	0.3526         	0.9996        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1970         	2.883         	2.883        	0.2901        	0.07558      	0.415        	0.4282       	0            	1.046        	0.4848       	1.8          	0.8999       	0.3624       	0.3094         	0.3526         	0.9996        
IntentionalInfringementHighValue      	1            	3             	3            	0.2046        	0.04321      	0.3615       	0.3615       	0.3615       	1.019        	0.3433       	1.41         	0.6048       	0            	0.3094         	0.3329         	0.9999        
InventionUsedHighValue                	1971         	2.883         	2.883        	0.2901        	0.07556      	0.415        	0.4282       	0.0001834    	1.046        	0.4847       	1.8          	0.8997       	0.3623       	0.3094         	0.3526         	0.9996        
