                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.306         	0.6443       	0.1062        	--           	0.105        	--           	0.002021     	1.001        	0.1033       	0.4166       	0.2077       	0.2536       	0.2537         	--             	--            
FirstTries                            	4929         	1.313         	1.246        	0.1754        	0.1147       	0.2051       	--           	0.0041       	1.027        	0.2019       	0.814        	0.4057       	0.5145       	0.2537         	--             	--            
SomeoneTries                          	5229         	1.352         	1.232        	0.1744        	0.1142       	0.2007       	--           	0.003865     	1.025        	0.1976       	0.7967       	0.3971       	0.485        	0.2537         	--             	--            
NooneTries                            	4771         	1.256         	0            	0.03141       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2537         	--             	--            
InventionOccurs                       	3149         	1.406         	1.311        	0.1814        	0.1117       	0.3333       	--           	0.006418     	1.13         	0.3282       	1.323        	0.6595       	0.8053       	0.2537         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3086         	1.408         	1.311        	0.1816        	0.1118       	0.3335       	--           	0            	1.132        	0.3316       	1.33         	0.6651       	0.8046       	0.2537         	--             	--            
IntentionalInfringement               	63           	1.302         	1.302        	0.1722        	0.1086       	0.3208       	0.3208       	0.3208       	1.049        	0.1609       	0.9634       	0.3817       	0.8413       	0.2537         	0.5687         	0.6938        
InventionUsed                         	3149         	1.406         	1.311        	0.1814        	0.1117       	0.3333       	--           	0.006418     	1.13         	0.3282       	1.323        	0.6595       	0.8053       	0.2537         	--             	--            
AllHighValue                          	2005         	1.294         	1.067        	0.1889        	--           	0.2172       	--           	0            	1.026        	0.2465       	0.9273       	0.4637       	0.4125       	0.2537         	--             	--            
FirstTriesHighValue                   	1655         	1.296         	1.268        	0.2181        	0.1477       	0.256        	--           	0            	1.035        	0.2915       	1.095        	0.5475       	0.4997       	0.2537         	--             	--            
SomeoneTriesHighValue                 	1697         	1.313         	1.261        	0.2178        	0.148        	0.2566       	--           	0            	1.035        	0.2912       	1.096        	0.5478       	0.4873       	0.2537         	--             	--            
NooneTriesHighValue                   	308          	1.185         	0            	0.02963       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2537         	--             	--            
InventionOccursHighValue              	1033         	1.383         	1.337        	0.2246        	0.1432       	0.4215       	--           	0            	1.171        	0.4784       	1.8          	0.8999       	0.8006       	0.2537         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1033         	1.383         	1.337        	0.2246        	0.1432       	0.4215       	--           	0            	1.171        	0.4784       	1.8          	0.8999       	0.8006       	0.2537         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1033         	1.383         	1.337        	0.2246        	0.1432       	0.4215       	--           	0            	1.171        	0.4784       	1.8          	0.8999       	0.8006       	0.2537         	--             	--            
