                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4768       	0.09664       	--           	0.09955      	0.374        	0.0002618    	1.003        	0.0949       	0.3889       	0.1944       	0.2816       	0.2886         	--             	--            
FirstTries                            	4768         	1             	1            	0.1753        	0.1503       	0.2088       	0.374        	0.000549     	1.033        	0.199        	0.8157       	0.4076       	0.5906       	0.2886         	0.5883         	0.5883        
SomeoneTries                          	4768         	1             	1            	0.1753        	0.1503       	0.2088       	0.374        	0.000549     	1.033        	0.199        	0.8157       	0.4076       	0.5906       	0.2886         	0.5883         	0.5883        
NooneTries                            	5232         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2886         	--             	--            
InventionOccurs                       	2816         	1             	1            	0.1742        	0.1492       	0.3535       	0.374        	0.0009296    	1.179        	0.337        	1.381        	0.6902       	1            	0.2886         	0.6272         	0.6272        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2806         	1             	1            	0.1744        	0.1494       	0.3538       	0.3744       	0            	1.179        	0.3378       	1.383        	0.6916       	1            	0.2886         	0.6269         	0.6269        
IntentionalInfringement               	10           	1             	1            	0.126         	0.101        	0.2618       	0.2618       	0.2618       	1.036        	0.129        	0.7814       	0.2907       	1            	0.2886         	0.7274         	0.7274        
InventionUsed                         	2816         	1             	1            	0.1742        	0.1492       	0.3535       	0.374        	0.0009296    	1.179        	0.337        	1.381        	0.6902       	1            	0.2886         	0.6272         	0.6272        
AllHighValue                          	1972         	1             	0.8976       	0.2109        	--           	0.2424       	0.4639       	0            	1.031        	0.2525       	0.9897       	0.4948       	0.5482       	0.2886         	--             	--            
FirstTriesHighValue                   	1770         	1             	1            	0.2321        	0.2071       	0.27         	0.4639       	0            	1.038        	0.2813       	1.103        	0.5513       	0.6107       	0.2886         	0.6102         	0.6102        
SomeoneTriesHighValue                 	1770         	1             	1            	0.2321        	0.2071       	0.27         	0.4639       	0            	1.038        	0.2813       	1.103        	0.5513       	0.6107       	0.2886         	0.6102         	0.6102        
NooneTriesHighValue                   	202          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2886         	--             	--            
InventionOccursHighValue              	1081         	1             	1            	0.2286        	0.2036       	0.4421       	0.4639       	0            	1.214        	0.4606       	1.805        	0.9027       	1            	0.2886         	0.6513         	0.6513        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1081         	1             	1            	0.2286        	0.2036       	0.4421       	0.4639       	0            	1.214        	0.4606       	1.805        	0.9027       	1            	0.2886         	0.6513         	0.6513        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1081         	1             	1            	0.2286        	0.2036       	0.4421       	0.4639       	0            	1.214        	0.4606       	1.805        	0.9027       	1            	0.2886         	0.6513         	0.6513        
