                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4892       	0.06087       	--           	0.08371      	0.8653       	8.551E-05    	1.023        	0.07269      	0.3128       	0.1564       	0.2375       	0.2377         	--             	--            
FirstTries                            	4892         	1             	1            	0.09832       	0.07332      	0.1711       	0.8653       	0.0001748    	1.073        	0.1486       	0.6394       	0.3197       	0.4855       	0.2377         	0.4822         	0.4822        
SomeoneTries                          	4892         	1             	1            	0.09832       	0.07332      	0.1711       	0.8653       	0.0001748    	1.073        	0.1486       	0.6394       	0.3197       	0.4855       	0.2377         	0.4822         	0.4822        
NooneTries                            	5108         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2377         	--             	--            
InventionOccurs                       	2375         	1             	1            	0.0962        	0.0712       	0.3525       	0.8653       	0.00036      	1.256        	0.3061       	1.317        	0.6584       	1            	0.2377         	0.5254         	0.5254        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2373         	1             	1            	0.09625       	0.07125      	0.3524       	0.8656       	0            	1.256        	0.3062       	1.317        	0.6586       	1            	0.2377         	0.5251         	0.5251        
IntentionalInfringement               	2            	1             	1            	0.04683       	0.02183      	0.4276       	0.4276       	0.4276       	1.281        	0.1489       	1.153        	0.4764       	1            	0.2377         	0.896          	0.896         
InventionUsed                         	2375         	1             	1            	0.0962        	0.0712       	0.3525       	0.8653       	0.00036      	1.256        	0.3061       	1.317        	0.6584       	1            	0.2377         	0.5254         	0.5254        
AllHighValue                          	2065         	1             	0.8044       	0.09963       	--           	0.1992       	1.001        	0            	1.1          	0.161        	0.7203       	0.3601       	0.399        	0.2377         	--             	--            
FirstTriesHighValue                   	1661         	1             	1            	0.1178        	0.09278      	0.2476       	1.001        	0            	1.13         	0.2001       	0.8955       	0.4477       	0.4961       	0.2377         	0.4831         	0.4831        
SomeoneTriesHighValue                 	1661         	1             	1            	0.1178        	0.09278      	0.2476       	1.001        	0            	1.13         	0.2001       	0.8955       	0.4477       	0.4961       	0.2377         	0.4831         	0.4831        
NooneTriesHighValue                   	404          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2377         	--             	--            
InventionOccursHighValue              	824          	1             	1            	0.1149        	0.08989      	0.4992       	1.001        	0            	1.384        	0.4034       	1.805        	0.9025       	1            	0.2377         	0.535          	0.535         
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	824          	1             	1            	0.1149        	0.08989      	0.4992       	1.001        	0            	1.384        	0.4034       	1.805        	0.9025       	1            	0.2377         	0.535          	0.535         
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	824          	1             	1            	0.1149        	0.08989      	0.4992       	1.001        	0            	1.384        	0.4034       	1.805        	0.9025       	1            	0.2377         	0.535          	0.535         
