                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4854       	0.09244       	--           	0.09651      	0.368        	0.0004928    	1.049        	0.09576      	0.8799       	0.6875       	0.2741       	0.2784         	--             	--            
FirstTries                            	4854         	1             	1            	0.1639        	0.1389       	0.1988       	0.368        	0.001015     	1.076        	0.1973       	1.284        	0.8876       	0.5647       	0.2784         	0.566          	0.566         
SomeoneTries                          	4854         	1             	1            	0.1639        	0.1389       	0.1988       	0.368        	0.001015     	1.076        	0.1973       	1.284        	0.8876       	0.5647       	0.2784         	0.566          	0.566         
NooneTries                            	5146         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2784         	--             	--            
InventionOccurs                       	2741         	1             	1            	0.1617        	0.1367       	0.3521       	0.368        	0.001798     	1.232        	0.3494       	1.895        	1.193        	1            	0.2784         	0.607          	0.607         
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2726         	1             	1            	0.1617        	0.1367       	0.3522       	0.3682       	0            	1.232        	0.3506       	1.898        	1.195        	1            	0.2784         	0.6063         	0.6063        
IntentionalInfringement               	15           	1             	1            	0.1672        	0.1422       	0.3286       	0.3286       	0.3286       	1.103        	0.1284       	1.406        	0.8487       	1            	0.2784         	0.7303         	0.7303        
InventionUsed                         	2741         	1             	1            	0.1617        	0.1367       	0.3521       	0.368        	0.001798     	1.232        	0.3494       	1.895        	1.193        	1            	0.2784         	0.607          	0.607         
AllHighValue                          	1990         	1             	0.9432       	0.1967        	--           	0.2285       	0.4482       	0            	1.072        	0.2522       	1.451        	0.9708       	0.5347       	0.2784         	--             	--            
FirstTriesHighValue                   	1877         	1             	1            	0.2071        	0.1821       	0.2422       	0.4482       	0            	1.075        	0.2673       	1.509        	0.9992       	0.5669       	0.2784         	0.573          	0.573         
SomeoneTriesHighValue                 	1877         	1             	1            	0.2071        	0.1821       	0.2422       	0.4482       	0            	1.075        	0.2673       	1.509        	0.9992       	0.5669       	0.2784         	0.573          	0.573         
NooneTriesHighValue                   	113          	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2784         	--             	--            
InventionOccursHighValue              	1064         	1             	1            	0.2057        	0.1807       	0.4273       	0.4482       	0            	1.261        	0.4716       	2.288        	1.389        	1            	0.2784         	0.6168         	0.6168        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1064         	1             	1            	0.2057        	0.1807       	0.4273       	0.4482       	0            	1.261        	0.4716       	2.288        	1.389        	1            	0.2784         	0.6168         	0.6168        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1064         	1             	1            	0.2057        	0.1807       	0.4273       	0.4482       	0            	1.261        	0.4716       	2.288        	1.389        	1            	0.2784         	0.6168         	0.6168        
