                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.3937       	0.05398       	--           	0.05941      	0.3196       	0.004945     	1.004        	0.07418      	0.2672       	0.1318       	0.2066       	0.2099         	--             	--            
FirstTries                            	3937         	1             	1            	0.0986        	0.0736       	0.1509       	0.3196       	0.01256      	1.048        	0.1884       	0.6786       	0.3347       	0.5248       	0.2099         	0.5075         	0.5075        
SomeoneTries                          	3937         	1             	1            	0.0986        	0.0736       	0.1509       	0.3196       	0.01256      	1.048        	0.1884       	0.6786       	0.3347       	0.5248       	0.2099         	0.5075         	0.5075        
NooneTries                            	6063         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2099         	--             	--            
InventionOccurs                       	2066         	1             	1            	0.09543       	0.07043      	0.2875       	0.3196       	0.02394      	1.183        	0.3591       	1.293        	0.6378       	1            	0.2099         	0.5474         	0.5474        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1884         	1             	1            	0.09407       	0.06907      	0.2891       	0.3243       	0            	1.195        	0.3763       	1.331        	0.6653       	1            	0.2099         	0.5469         	0.5469        
IntentionalInfringement               	182          	1             	1            	0.1095        	0.08447      	0.2717       	0.2717       	0.2717       	1.062        	0.1809       	0.9052       	0.3526       	1            	0.2099         	0.5524         	0.5524        
InventionUsed                         	2066         	1             	1            	0.09543       	0.07043      	0.2875       	0.3196       	0.02394      	1.183        	0.3591       	1.293        	0.6378       	1            	0.2099         	0.5474         	0.5474        
AllHighValue                          	1999         	1             	0.6948       	0.08661       	--           	0.129        	0.4263       	0            	1.042        	0.1923       	0.6427       	0.3213       	0.3557       	0.2099         	--             	--            
FirstTriesHighValue                   	1389         	1             	1            	0.1137        	0.08866      	0.1857       	0.4263       	0            	1.072        	0.2768       	0.9249       	0.4625       	0.5119       	0.2099         	0.5053         	0.5053        
SomeoneTriesHighValue                 	1389         	1             	1            	0.1137        	0.08866      	0.1857       	0.4263       	0            	1.072        	0.2768       	0.9249       	0.4625       	0.5119       	0.2099         	0.5053         	0.5053        
NooneTriesHighValue                   	610          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2099         	--             	--            
InventionOccursHighValue              	711          	1             	1            	0.1102        	0.08518      	0.3627       	0.4263       	0            	1.253        	0.5408       	1.807        	0.9035       	1            	0.2099         	0.547          	0.547         
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	711          	1             	1            	0.1102        	0.08518      	0.3627       	0.4263       	0            	1.253        	0.5408       	1.807        	0.9035       	1            	0.2099         	0.547          	0.547         
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	711          	1             	1            	0.1102        	0.08518      	0.3627       	0.4263       	0            	1.253        	0.5408       	1.807        	0.9035       	1            	0.2099         	0.547          	0.547         
