                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.5074       	0.06732       	--           	0.08576      	0.96         	0            	1.018        	0.08579      	0.3431       	0.1715       	0.2612       	0.2704         	--             	--            
FirstTries                            	5074         	1             	1            	0.1084        	0.0834       	0.169        	0.96         	0            	1.061        	0.1691       	0.6762       	0.3381       	0.5148       	0.2704         	0.5013         	0.5013        
SomeoneTries                          	5074         	1             	1            	0.1084        	0.0834       	0.169        	0.96         	0            	1.061        	0.1691       	0.6762       	0.3381       	0.5148       	0.2704         	0.5013         	0.5013        
NooneTries                            	4926         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2704         	--             	--            
InventionOccurs                       	2612         	1             	1            	0.1051        	0.08011      	0.3283       	0.96         	0            	1.223        	0.3284       	1.314        	0.6568       	1            	0.2704         	0.54           	0.54          
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2612         	1             	1            	0.1051        	0.08011      	0.3283       	0.96         	0            	1.223        	0.3284       	1.314        	0.6568       	1            	0.2704         	0.54           	0.54          
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	2612         	1             	1            	0.1051        	0.08011      	0.3283       	0.96         	0            	1.223        	0.3284       	1.314        	0.6568       	1            	0.2704         	0.54           	0.54          
AllHighValue                          	1967         	1             	0.8663       	0.1193        	--           	0.2052       	1.289        	0            	1.086        	0.2052       	0.8207       	0.4103       	0.4545       	0.2704         	--             	--            
FirstTriesHighValue                   	1704         	1             	1            	0.1338        	0.1088       	0.2368       	1.289        	0            	1.103        	0.2368       	0.9473       	0.4737       	0.5246       	0.2704         	0.5008         	0.5008        
SomeoneTriesHighValue                 	1704         	1             	1            	0.1338        	0.1088       	0.2368       	1.289        	0            	1.103        	0.2368       	0.9473       	0.4737       	0.5246       	0.2704         	0.5008         	0.5008        
NooneTriesHighValue                   	263          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2704         	--             	--            
InventionOccursHighValue              	894          	1             	1            	0.1298        	0.1048       	0.4514       	1.289        	0            	1.322        	0.4514       	1.806        	0.9028       	1            	0.2704         	0.5369         	0.5369        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	894          	1             	1            	0.1298        	0.1048       	0.4514       	1.289        	0            	1.322        	0.4514       	1.806        	0.9028       	1            	0.2704         	0.5369         	0.5369        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	894          	1             	1            	0.1298        	0.1048       	0.4514       	1.289        	0            	1.322        	0.4514       	1.806        	0.9028       	1            	0.2704         	0.5369         	0.5369        
