                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.8799       	0.5238        	--           	0.5765       	0.8835       	0.5765       	0.9874       	-0.3148      	0.5234       	0.1965       	0.6525       	0.6478         	--             	--            
FirstTries                            	8799         	1             	1            	0.5919        	0.5669       	0.6552       	0.8835       	0.6552       	0.9891       	-0.3577      	0.5949       	0.2233       	0.7416       	0.6478         	0.7407         	0.7407        
SomeoneTries                          	8799         	1             	1            	0.5919        	0.5669       	0.6552       	0.8835       	0.6552       	0.9891       	-0.3577      	0.5949       	0.2233       	0.7416       	0.6478         	0.7407         	0.7407        
NooneTries                            	1201         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6478         	--             	--            
InventionOccurs                       	6525         	1             	1            	0.5968        	0.5718       	0.8835       	0.8835       	0.8835       	1.187        	-0.4824      	0.8022       	0.3011       	1            	0.6478         	0.7428         	0.7428        
InadvertentInfringement               	6525         	1             	1            	0.5968        	0.5718       	0.8835       	0.8835       	0.8835       	1.187        	-0.4824      	0.8022       	0.3011       	1            	0.6478         	0.7428         	0.7428        
AgreementReached                      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	6525         	1             	1            	0.5968        	0.5718       	0.8835       	0.8835       	0.8835       	1.187        	-0.4824      	0.8022       	0.3011       	1            	0.6478         	0.7428         	0.7428        
AllHighValue                          	1946         	1             	0.8607       	0.5148        	--           	0.5697       	0.8891       	0.5697       	0.9908       	-0.05807     	1.023        	0.4476       	0.6408       	0.6478         	--             	--            
FirstTriesHighValue                   	1675         	1             	1            	0.5941        	0.5691       	0.6619       	0.8891       	0.6619       	0.9934       	-0.06747     	1.189        	0.52         	0.7445       	0.6478         	0.7343         	0.7343        
SomeoneTriesHighValue                 	1675         	1             	1            	0.5941        	0.5691       	0.6619       	0.8891       	0.6619       	0.9934       	-0.06747     	1.189        	0.52         	0.7445       	0.6478         	0.7343         	0.7343        
NooneTriesHighValue                   	271          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6478         	--             	--            
InventionOccursHighValue              	1247         	1             	1            	0.5955        	0.5705       	0.8891       	0.8891       	0.8891       	1.194        	-0.09062     	1.597        	0.6984       	1            	0.6478         	0.736          	0.736         
InadvertentHighValue                  	1247         	1             	1            	0.5955        	0.5705       	0.8891       	0.8891       	0.8891       	1.194        	-0.09062     	1.597        	0.6984       	1            	0.6478         	0.736          	0.736         
AgreementReachedHighValue             	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1247         	1             	1            	0.5955        	0.5705       	0.8891       	0.8891       	0.8891       	1.194        	-0.09062     	1.597        	0.6984       	1            	0.6478         	0.736          	0.736         
