                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.1598       	0.0301        	--           	0.01242      	0.9111       	0            	0.9823       	0.01172      	0.04829      	0.02414      	0.034        	0.03793        	--             	--            
FirstTries                            	1598         	1             	1            	0.05689       	0.03189      	0.07774      	0.9111       	0            	1.021        	0.07335      	0.3022       	0.1511       	0.2128       	0.03793        	0.1862         	0.1862        
SomeoneTries                          	1598         	1             	1            	0.05689       	0.03189      	0.07774      	0.9111       	0            	1.021        	0.07335      	0.3022       	0.1511       	0.2128       	0.03793        	0.1862         	0.1862        
NooneTries                            	8402         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03793        	--             	--            
InventionOccurs                       	340          	1             	1            	0.05578       	0.03078      	0.3654       	0.9111       	0            	1.31         	0.3447       	1.42         	0.7101       	1            	0.03793        	0.1917         	0.1917        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	340          	1             	1            	0.05578       	0.03078      	0.3654       	0.9111       	0            	1.31         	0.3447       	1.42         	0.7101       	1            	0.03793        	0.1917         	0.1917        
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	340          	1             	1            	0.05578       	0.03078      	0.3654       	0.9111       	0            	1.31         	0.3447       	1.42         	0.7101       	1            	0.03793        	0.1917         	0.1917        
AllHighValue                          	2077         	1             	0.3173       	0.03795       	--           	0.03148      	0.9609       	0            	0.9935       	0.0281       	0.1192       	0.05958      	0.06548      	0.03793        	--             	--            
FirstTriesHighValue                   	659          	1             	1            	0.06583       	0.04083      	0.09921      	0.9609       	0            	1.033        	0.08857      	0.3756       	0.1878       	0.2064       	0.03793        	0.1892         	0.1892        
SomeoneTriesHighValue                 	659          	1             	1            	0.06583       	0.04083      	0.09921      	0.9609       	0            	1.033        	0.08857      	0.3756       	0.1878       	0.2064       	0.03793        	0.1892         	0.1892        
NooneTriesHighValue                   	1418         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.03793        	--             	--            
InventionOccursHighValue              	136          	1             	1            	0.06482       	0.03982      	0.4807       	0.9609       	0            	1.416        	0.4292       	1.82         	0.9099       	1            	0.03793        	0.1968         	0.1968        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	136          	1             	1            	0.06482       	0.03982      	0.4807       	0.9609       	0            	1.416        	0.4292       	1.82         	0.9099       	1            	0.03793        	0.1968         	0.1968        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	136          	1             	1            	0.06482       	0.03982      	0.4807       	0.9609       	0            	1.416        	0.4292       	1.82         	0.9099       	1            	0.03793        	0.1968         	0.1968        
