                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.432         	1.105        	0.1586        	--           	0.1553       	--           	0.001023     	1.001        	0.2134       	0.7373       	0.3682       	0.4458       	0.4491         	--             	--            
FirstTries                            	7694         	1.432         	1.388        	0.1926        	0.1113       	0.1987       	--           	0.00133      	1.008        	0.2742       	0.9458       	0.4723       	0.5794       	0.4491         	--             	--            
SomeoneTries                          	8069         	1.458         	1.37         	0.1887        	0.1089       	0.1924       	--           	0.001268     	1.007        	0.2645       	0.9138       	0.4563       	0.5525       	0.4491         	--             	--            
NooneTries                            	1931         	1.323         	0            	0.03307       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.4491         	--             	--            
InventionOccurs                       	6011         	1.507         	1.446        	0.2035        	0.113        	0.2583       	--           	0.001702     	1.049        	0.355        	1.227        	0.6126       	0.7416       	0.4491         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5967         	1.509         	1.448        	0.2038        	0.1131       	0.2585       	--           	0            	1.05         	0.3564       	1.23         	0.6148       	0.7407       	0.4491         	--             	--            
IntentionalInfringement               	44           	1.273         	1.273        	0.1573        	0.1004       	0.2325       	0.2325       	0.2325       	0.9807       	0.1718       	0.8087       	0.3043       	0.8636       	0.4491         	0.696          	0.8213        
InventionUsed                         	6011         	1.507         	1.446        	0.2035        	0.113        	0.2583       	--           	0.001702     	1.049        	0.355        	1.227        	0.6126       	0.7416       	0.4491         	--             	--            
AllHighValue                          	2003         	1.433         	1.433        	0.2732        	0.1657       	0.2867       	0.3719       	0            	1.013        	0.4778       	1.529        	0.7645       	0.6365       	0.4491         	0.6342         	0.8384        
FirstTriesHighValue                   	2003         	1.433         	1.433        	0.2732        	0.1657       	0.2867       	0.3719       	0            	1.013        	0.4778       	1.529        	0.7645       	0.6365       	0.4491         	0.6342         	0.8384        
SomeoneTriesHighValue                 	2003         	1.433         	1.433        	0.2732        	0.1657       	0.2867       	0.3719       	0            	1.013        	0.4778       	1.529        	0.7645       	0.6365       	0.4491         	0.6342         	0.8384        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1706         	1.483         	1.483        	0.2796        	0.1629       	0.3366       	0.3719       	0            	1.052        	0.5609       	1.795        	0.8976       	0.7474       	0.4491         	0.6219         	0.8492        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1706         	1.483         	1.483        	0.2796        	0.1629       	0.3366       	0.3719       	0            	1.052        	0.5609       	1.795        	0.8976       	0.7474       	0.4491         	0.6219         	0.8492        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1706         	1.483         	1.483        	0.2796        	0.1629       	0.3366       	0.3719       	0            	1.052        	0.5609       	1.795        	0.8976       	0.7474       	0.4491         	0.6219         	0.8492        
