                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.003         	0.405        	0.07774       	--           	0.073        	--           	0.001574     	0.9947       	0.08659      	0.3192       	0.159        	0.2347       	0.2383         	--             	--            
FirstTries                            	4036         	1.002         	1.002        	0.1553        	0.13         	0.1807       	--           	0.0039       	1.024        	0.2143       	0.79         	0.3935       	0.5815       	0.2383         	--             	--            
SomeoneTries                          	4042         	1.004         	1.002        	0.1554        	0.13         	0.1806       	--           	0.003894     	1.024        	0.2142       	0.7896       	0.3933       	0.5807       	0.2383         	--             	--            
NooneTries                            	5958         	1.002         	0            	0.02505       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2383         	--             	--            
InventionOccurs                       	2355         	1.006         	1.003        	0.1516        	0.1259       	0.31         	--           	0.006683     	1.156        	0.3677       	1.355        	0.6751       	0.9966       	0.2383         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2295         	1.006         	1.003        	0.1525        	0.1268       	0.3112       	--           	0            	1.158        	0.3743       	1.371        	0.6855       	0.9965       	0.2383         	--             	--            
IntentionalInfringement               	60           	1             	1            	0.1166        	0.09159      	0.2623       	0.2623       	0.2623       	1.046        	0.1153       	0.7551       	0.2776       	1            	0.2383         	0.7305         	0.7305        
InventionUsed                         	2355         	1.006         	1.003        	0.1516        	0.1259       	0.31         	--           	0.006683     	1.156        	0.3677       	1.355        	0.6751       	0.9966       	0.2383         	--             	--            
AllHighValue                          	2061         	1.003         	0.7802       	0.1477        	--           	0.1634       	0.4175       	0            	1.016        	0.2427       	0.8121       	0.406        	0.4498       	0.2383         	--             	--            
FirstTriesHighValue                   	1603         	1.002         	1.002        	0.1826        	0.1571       	0.2101       	0.4175       	0            	1.027        	0.312        	1.044        	0.522        	0.5783       	0.2383         	0.5769         	0.5779        
SomeoneTriesHighValue                 	1604         	1.003         	1.002        	0.1826        	0.1571       	0.2099       	0.4175       	0            	1.027        	0.3118       	1.043        	0.5217       	0.5779       	0.2383         	--             	--            
NooneTriesHighValue                   	457          	1.004         	0            	0.02511       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2383         	--             	--            
InventionOccursHighValue              	929          	1.004         	1.004        	0.1794        	0.1536       	0.3625       	0.4175       	0            	1.183        	0.5383       	1.802        	0.9008       	0.9978       	0.2383         	0.6103         	0.6121        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	929          	1.004         	1.004        	0.1794        	0.1536       	0.3625       	0.4175       	0            	1.183        	0.5383       	1.802        	0.9008       	0.9978       	0.2383         	0.6103         	0.6121        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	929          	1.004         	1.004        	0.1794        	0.1536       	0.3625       	0.4175       	0            	1.183        	0.5383       	1.802        	0.9008       	0.9978       	0.2383         	0.6103         	0.6121        
