                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.7904       	0.07168       	--           	0.1276       	0.2961       	0.005178     	1.054        	0.1378       	0.5308       	0.2636       	0.4433       	0.4496         	--             	--            
FirstTries                            	7904         	1             	1            	0.08406       	0.05906      	0.1614       	0.2961       	0.00655      	1.075        	0.1744       	0.6716       	0.3334       	0.5609       	0.4496         	0.5635         	0.5635        
SomeoneTries                          	7904         	1             	1            	0.08406       	0.05906      	0.1614       	0.2961       	0.00655      	1.075        	0.1744       	0.6716       	0.3334       	0.5609       	0.4496         	0.5635         	0.5635        
NooneTries                            	2096         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.4496         	--             	--            
InventionOccurs                       	4433         	1             	1            	0.08382       	0.05882      	0.2878       	0.2961       	0.01168      	1.2          	0.3109       	1.197        	0.5945       	1            	0.4496         	0.6027         	0.6027        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	4247         	1             	1            	0.08339       	0.05839      	0.2882       	0.2968       	0            	1.205        	0.3168       	1.21         	0.6049       	1            	0.4496         	0.6007         	0.6007        
IntentionalInfringement               	186          	1             	1            	0.09377       	0.06877      	0.2784       	0.2784       	0.2784       	1.085        	0.1785       	0.9136       	0.3568       	1            	0.4496         	0.6472         	0.6472        
InventionUsed                         	4433         	1             	1            	0.08382       	0.05882      	0.2878       	0.2961       	0.01168      	1.2          	0.3109       	1.197        	0.5945       	1            	0.4496         	0.6027         	0.6027        
AllHighValue                          	1983         	1             	1            	0.1076        	0.08262      	0.2611       	0.4274       	0            	1.154        	0.3006       	1.124        	0.5618       	0.6253       	0.4496         	0.6233         	0.6233        
FirstTriesHighValue                   	1983         	1             	1            	0.1076        	0.08262      	0.2611       	0.4274       	0            	1.154        	0.3006       	1.124        	0.5618       	0.6253       	0.4496         	0.6233         	0.6233        
SomeoneTriesHighValue                 	1983         	1             	1            	0.1076        	0.08262      	0.2611       	0.4274       	0            	1.154        	0.3006       	1.124        	0.5618       	0.6253       	0.4496         	0.6233         	0.6233        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1240         	1             	1            	0.1056        	0.08057      	0.4176       	0.4274       	0            	1.312        	0.4808       	1.797        	0.8984       	1            	0.4496         	0.6544         	0.6544        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1240         	1             	1            	0.1056        	0.08057      	0.4176       	0.4274       	0            	1.312        	0.4808       	1.797        	0.8984       	1            	0.4496         	0.6544         	0.6544        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1240         	1             	1            	0.1056        	0.08057      	0.4176       	0.4274       	0            	1.312        	0.4808       	1.797        	0.8984       	1            	0.4496         	0.6544         	0.6544        
