                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.3063       	0.04405       	--           	0.05344      	0.3454       	0.05344      	0.9939       	0.04084      	0.1886       	0.07881      	0.1547       	0.158          	--             	--            
FirstTries                            	3063         	1             	1            	0.08719       	0.06219      	0.1745       	0.3454       	0.1745       	1.037        	0.1333       	0.6156       	0.2573       	0.5051       	0.158          	0.4955         	0.4955        
SomeoneTries                          	3063         	1             	1            	0.08719       	0.06219      	0.1745       	0.3454       	0.1745       	1.037        	0.1333       	0.6156       	0.2573       	0.5051       	0.158          	0.4955         	0.4955        
NooneTries                            	6937         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.158          	--             	--            
InventionOccurs                       	1547         	1             	1            	0.08367       	0.05867      	0.3454       	0.3454       	0.3454       	1.162        	0.264        	1.219        	0.5095       	1            	0.158          	0.5342         	0.5342        
InadvertentInfringement               	1547         	1             	1            	0.08367       	0.05867      	0.3454       	0.3454       	0.3454       	1.162        	0.264        	1.219        	0.5095       	1            	0.158          	0.5342         	0.5342        
AgreementReached                      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	1547         	1             	1            	0.08367       	0.05867      	0.3454       	0.3454       	0.3454       	1.162        	0.264        	1.219        	0.5095       	1            	0.158          	0.5342         	0.5342        
AllHighValue                          	1978         	1             	0.6208       	0.0709        	--           	0.1311       	0.4281       	0.1311       	1.03         	0.1151       	0.4925       	0.2156       	0.3064       	0.158          	--             	--            
FirstTriesHighValue                   	1228         	1             	1            	0.09893       	0.07393      	0.2112       	0.4281       	0.2112       	1.063        	0.1854       	0.7933       	0.3473       	0.4935       	0.158          	0.488          	0.488         
SomeoneTriesHighValue                 	1228         	1             	1            	0.09893       	0.07393      	0.2112       	0.4281       	0.2112       	1.063        	0.1854       	0.7933       	0.3473       	0.4935       	0.158          	0.488          	0.488         
NooneTriesHighValue                   	750          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.158          	--             	--            
InventionOccursHighValue              	606          	1             	1            	0.09583       	0.07083      	0.4281       	0.4281       	0.4281       	1.232        	0.3757       	1.608        	0.7038       	1            	0.158          	0.5297         	0.5297        
InadvertentHighValue                  	606          	1             	1            	0.09583       	0.07083      	0.4281       	0.4281       	0.4281       	1.232        	0.3757       	1.608        	0.7038       	1            	0.158          	0.5297         	0.5297        
AgreementReachedHighValue             	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	606          	1             	1            	0.09583       	0.07083      	0.4281       	0.4281       	0.4281       	1.232        	0.3757       	1.608        	0.7038       	1            	0.158          	0.5297         	0.5297        
