                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.7693       	0.116         	--           	0.121        	0.2419       	0.0009454    	1.004        	0.2085       	0.6589       	0.329        	0.5275       	0.5314         	--             	--            
FirstTries                            	7693         	1             	1            	0.1433        	0.1183       	0.1572       	0.2419       	0.001229     	1.013        	0.271        	0.8565       	0.4276       	0.6857       	0.5314         	0.6895         	0.6895        
SomeoneTries                          	7693         	1             	1            	0.1433        	0.1183       	0.1572       	0.2419       	0.001229     	1.013        	0.271        	0.8565       	0.4276       	0.6857       	0.5314         	0.6895         	0.6895        
NooneTries                            	2307         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.5314         	--             	--            
InventionOccurs                       	5275         	1             	1            	0.1466        	0.1216       	0.2293       	0.2419       	0.001792     	1.082        	0.3953       	1.249        	0.6236       	1            	0.5314         	0.7114         	0.7114        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5226         	1             	1            	0.1468        	0.1218       	0.2296       	0.2423       	0            	1.083        	0.3971       	1.254        	0.6268       	1            	0.5314         	0.7107         	0.7107        
IntentionalInfringement               	49           	1             	1            	0.1244        	0.09944      	0.1929       	0.1929       	0.1929       	0.9685       	0.1956       	0.7771       	0.2886       	1            	0.5314         	0.7832         	0.7832        
InventionUsed                         	5275         	1             	1            	0.1466        	0.1216       	0.2293       	0.2419       	0.001792     	1.082        	0.3953       	1.249        	0.6236       	1            	0.5314         	0.7114         	0.7114        
AllHighValue                          	2026         	1             	1            	0.1959        	0.1709       	0.2143       	0.297        	0            	1.018        	0.4864       	1.401        	0.7007       	0.7784       	0.5314         	0.7742         	0.7742        
FirstTriesHighValue                   	2026         	1             	1            	0.1959        	0.1709       	0.2143       	0.297        	0            	1.018        	0.4864       	1.401        	0.7007       	0.7784       	0.5314         	0.7742         	0.7742        
SomeoneTriesHighValue                 	2026         	1             	1            	0.1959        	0.1709       	0.2143       	0.297        	0            	1.018        	0.4864       	1.401        	0.7007       	0.7784       	0.5314         	0.7742         	0.7742        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1577         	1             	1            	0.1945        	0.1695       	0.2753       	0.297        	0            	1.081        	0.6249       	1.8          	0.9002       	1            	0.5314         	0.7767         	0.7767        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1577         	1             	1            	0.1945        	0.1695       	0.2753       	0.297        	0            	1.081        	0.6249       	1.8          	0.9002       	1            	0.5314         	0.7767         	0.7767        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1577         	1             	1            	0.1945        	0.1695       	0.2753       	0.297        	0            	1.081        	0.6249       	1.8          	0.9002       	1            	0.5314         	0.7767         	0.7767        
