                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	2.749         	2.053        	0.1931        	--           	0.194        	--           	0.00765      	1.001        	0.2097       	0.8073       	0.4011       	0.2545       	0.2568         	--             	--            
FirstTries                            	7510         	2.748         	2.606        	0.2288        	0.06041      	0.2508       	--           	0.01019      	1.009        	0.2718       	1.045        	0.5191       	0.3389       	0.2568         	--             	--            
SomeoneTries                          	8248         	2.752         	2.489        	0.2195        	0.05877      	0.2352       	--           	0.009276     	1.006        	0.2542       	0.9788       	0.4863       	0.3086       	0.2568         	--             	--            
NooneTries                            	1752         	2.738         	0            	0.06845       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2568         	--             	--            
InventionOccurs                       	6737         	2.774         	2.605        	0.228         	0.05982      	0.2879       	--           	0.01136      	1.023        	0.3113       	1.198        	0.5953       	0.3778       	0.2568         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6477         	2.775         	2.599        	0.2274        	0.05967      	0.2877       	--           	0            	1.025        	0.3159       	1.207        	0.6036       	0.379        	0.2568         	--             	--            
IntentionalInfringement               	260          	2.762         	2.762        	0.2435        	0.06341      	0.2942       	0.2942       	0.2942       	0.9841       	0.1955       	0.9795       	0.3898       	0.3462       	0.2568         	0.3255         	0.8886        
InventionUsed                         	6737         	2.774         	2.605        	0.228         	0.05982      	0.2879       	--           	0.01136      	1.023        	0.3113       	1.198        	0.5953       	0.3778       	0.2568         	--             	--            
AllHighValue                          	2051         	2.756         	2.756        	0.2955        	0.08238      	0.3738       	0.4295       	0.0002104    	1.032        	0.4344       	1.617        	0.8082       	0.3428       	0.2568         	0.3348         	0.9059        
FirstTriesHighValue                   	2051         	2.756         	2.756        	0.2955        	0.08238      	0.3738       	0.4295       	0.0002104    	1.032        	0.4344       	1.617        	0.8082       	0.3428       	0.2568         	0.3348         	0.9059        
SomeoneTriesHighValue                 	2051         	2.756         	2.756        	0.2955        	0.08238      	0.3738       	0.4295       	0.0002104    	1.032        	0.4344       	1.617        	0.8082       	0.3428       	0.2568         	0.3348         	0.9059        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1842         	2.77          	2.77         	0.2947        	0.08154      	0.4162       	0.4295       	0.0002342    	1.048        	0.4837       	1.8          	0.8999       	0.3817       	0.2568         	0.3363         	0.9145        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1841         	2.77          	2.77         	0.2947        	0.08155      	0.4162       	0.4295       	0            	1.048        	0.4839       	1.8          	0.9001       	0.3813       	0.2568         	0.3362         	0.9144        
IntentionalInfringementHighValue      	1            	2             	2            	0.191         	0.07048      	0.4315       	0.4315       	0.4315       	1.07         	0.2699       	1.403        	0.6013       	1            	0.2568         	0.5507         	0.9501        
InventionUsedHighValue                	1842         	2.77          	2.77         	0.2947        	0.08154      	0.4162       	0.4295       	0.0002342    	1.048        	0.4837       	1.8          	0.8999       	0.3817       	0.2568         	0.3363         	0.9145        
