                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	10            	3.922        	0.5503        	--           	0.1737       	--           	0.002134     	1.01         	0.1809       	1.182        	0.8264       	0.0534       	0.05489        	--             	--            
FirstTries                            	3920         	10            	8.223        	0.8648        	0.07649      	0.3289       	--           	0.005444     	0.9919       	0.3473       	1.809        	1.131        	0.1362       	0.05489        	--             	--            
SomeoneTries                          	6094         	10            	6.435        	0.7429        	0.07934      	0.2851       	--           	0.003502     	1            	0.2969       	1.627        	1.044        	0.08763      	0.05489        	--             	--            
NooneTries                            	3906         	10            	0            	0.25          	--           	0            	--           	0            	1.024        	0            	0.4875       	0.4875       	0            	0.05489        	--             	--            
InventionOccurs                       	5309         	10            	7.068        	0.7872        	0.07833      	0.3273       	--           	0.00402      	0.9999       	0.3408       	1.797        	1.127        	0.1006       	0.05489        	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	5238         	10            	7.028        	0.7867        	0.07861      	0.3276       	--           	0            	1            	0.3427       	1.801        	1.131        	0.1002       	0.05489        	--             	--            
IntentionalInfringement               	71           	10            	10           	0.8243        	0.05743      	0.3006       	0.3006       	0.3006       	0.9835       	0.2027       	1.465        	0.8621       	0.1268       	0.05489        	0.09986        	0.9988        
InventionUsed                         	5309         	10            	7.068        	0.7872        	0.07833      	0.3273       	--           	0.00402      	0.9999       	0.3408       	1.797        	1.127        	0.1006       	0.05489        	--             	--            
AllHighValue                          	2019         	10            	7.711        	0.9737        	--           	0.4078       	--           	0            	0.9885       	0.4383       	2.144        	1.297        	0.0951       	0.05489        	--             	--            
FirstTriesHighValue                   	1561         	10            	8.643        	1.037         	0.0941       	0.4209       	--           	0            	0.9832       	0.4604       	2.211        	1.329        	0.123        	0.05489        	--             	--            
SomeoneTriesHighValue                 	2016         	10            	7.722        	0.9748        	0.09841      	0.4084       	--           	0            	0.9885       	0.4389       	2.146        	1.299        	0.09524      	0.05489        	--             	--            
NooneTriesHighValue                   	3            	10            	0            	0.25          	--           	0            	--           	0            	1.024        	0            	0.4875       	0.4875       	0            	0.05489        	--             	--            
InventionOccursHighValue              	1892         	10            	7.986        	0.995         	0.09744      	0.4352       	--           	0            	0.989        	0.4677       	2.256        	1.353        	0.1015       	0.05489        	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1892         	10            	7.986        	0.995         	0.09744      	0.4352       	--           	0            	0.989        	0.4677       	2.256        	1.353        	0.1015       	0.05489        	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1892         	10            	7.986        	0.995         	0.09744      	0.4352       	--           	0            	0.989        	0.4677       	2.256        	1.353        	0.1015       	0.05489        	--             	--            
