                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.423         	0.6603       	0.08542       	--           	0.07916      	--           	0.002622     	1            	0.0835       	0.3253       	0.1618       	0.1943       	0.1973         	--             	--            
FirstTries                            	4635         	1.422         	1.343        	0.1362        	0.07514      	0.1613       	--           	0.005656     	1.028        	0.1706       	0.6639       	0.33         	0.4192       	0.1973         	--             	--            
SomeoneTries                          	5015         	1.465         	1.317        	0.136         	0.07578      	0.1579       	--           	0.005227     	1.026        	0.1665       	0.6487       	0.3226       	0.3874       	0.1973         	--             	--            
NooneTries                            	4985         	1.38          	0            	0.0345        	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1973         	0              	0             
InventionOccurs                       	2518         	1.461         	1.334        	0.1349        	0.07404      	0.3144       	--           	0.01041      	1.146        	0.3316       	1.292        	0.6425       	0.7716       	0.1973         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2429         	1.466         	1.334        	0.1348        	0.07376      	0.3151       	--           	0            	1.149        	0.3367       	1.304        	0.6518       	0.7682       	0.1973         	--             	--            
IntentionalInfringement               	89           	1.326         	1.326        	0.139         	0.08161      	0.2946       	0.2946       	0.2946       	1.056        	0.194        	0.977        	0.3885       	0.8652       	0.1973         	0.4442         	0.5267        
InventionUsed                         	2518         	1.461         	1.334        	0.1349        	0.07404      	0.3144       	--           	0.01041      	1.146        	0.3316       	1.292        	0.6425       	0.7716       	0.1973         	--             	--            
AllHighValue                          	2025         	1.439         	1.12         	0.1429        	--           	0.1761       	--           	0            	1.036        	0.1985       	0.7493       	0.3746       	0.3165       	0.1973         	--             	--            
FirstTriesHighValue                   	1571         	1.44          	1.388        	0.1674        	0.09512      	0.2164       	--           	0            	1.051        	0.2453       	0.9234       	0.4617       	0.408        	0.1973         	--             	--            
SomeoneTriesHighValue                 	1660         	1.47          	1.367        	0.1672        	0.09608      	0.2148       	--           	0            	1.049        	0.2422       	0.914        	0.457        	0.3861       	0.1973         	--             	--            
NooneTriesHighValue                   	365          	1.299         	0            	0.03247       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1973         	0              	0             
InventionOccursHighValue              	843          	1.466         	1.384        	0.1655        	0.09368      	0.423        	--           	0            	1.21         	0.4769       	1.8          	0.8999       	0.7604       	0.1973         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	843          	1.466         	1.384        	0.1655        	0.09368      	0.423        	--           	0            	1.21         	0.4769       	1.8          	0.8999       	0.7604       	0.1973         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	843          	1.466         	1.384        	0.1655        	0.09368      	0.423        	--           	0            	1.21         	0.4769       	1.8          	0.8999       	0.7604       	0.1973         	--             	--            
