                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.145         	0.5566       	0.1096        	--           	0.1032       	--           	0.0005724    	0.9988       	0.09879      	0.404        	0.2018       	0.2719       	0.2762         	--             	--            
FirstTries                            	4847         	1.144         	1.118        	0.1919        	0.1458       	0.2095       	--           	0.001181     	1.024        	0.2004       	0.8199       	0.4095       	0.561        	0.2762         	--             	--            
SomeoneTries                          	4993         	1.169         	1.115        	0.1914        	0.1452       	0.2067       	--           	0.001146     	1.023        	0.1979       	0.8091       	0.4041       	0.5446       	0.2762         	--             	--            
NooneTries                            	5007         	1.121         	0            	0.02804       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2762         	0              	0             
InventionOccurs                       	2967         	1.171         	1.128        	0.1918        	0.144        	0.3478       	--           	0.001929     	1.153        	0.333        	1.362        	0.6801       	0.9164       	0.2762         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2947         	1.172         	1.128        	0.192         	0.1442       	0.3482       	--           	0            	1.153        	0.3342       	1.365        	0.6824       	0.9158       	0.2762         	--             	--            
IntentionalInfringement               	20           	1.05          	1.05         	0.1539        	0.1261       	0.2862       	0.2862       	0.2862       	1.034        	0.1529       	0.8781       	0.3391       	1            	0.2762         	0.7522         	0.7716        
InventionUsed                         	2967         	1.171         	1.128        	0.1918        	0.144        	0.3478       	--           	0.001929     	1.153        	0.333        	1.362        	0.6801       	0.9164       	0.2762         	--             	--            
AllHighValue                          	1915         	1.146         	1.077        	0.2328        	--           	0.2454       	--           	0            	1.022        	0.2625       	1.016        	0.5079       	0.517        	0.2762         	--             	--            
FirstTriesHighValue                   	1803         	1.148         	1.138        	0.2443        	0.19         	0.2591       	--           	0            	1.025        	0.2774       	1.073        	0.5365       	0.5491       	0.2762         	--             	--            
SomeoneTriesHighValue                 	1814         	1.153         	1.137        	0.2443        	0.19         	0.259        	--           	0            	1.025        	0.2772       	1.072        	0.5362       	0.5458       	0.2762         	--             	--            
NooneTriesHighValue                   	101          	1.02          	0            	0.0255        	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2762         	0              	0             
InventionOccursHighValue              	1078         	1.161         	1.148        	0.242         	0.1861       	0.4359       	--           	0            	1.191        	0.4664       	1.805        	0.9023       	0.9184       	0.2762         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1078         	1.161         	1.148        	0.242         	0.1861       	0.4359       	--           	0            	1.191        	0.4664       	1.805        	0.9023       	0.9184       	0.2762         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1078         	1.161         	1.148        	0.242         	0.1861       	0.4359       	--           	0            	1.191        	0.4664       	1.805        	0.9023       	0.9184       	0.2762         	--             	--            
