                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.549        	0.1107        	--           	0.1205       	0.3819       	0            	1.01         	0.1024       	0.4459       	0.2229       	0.3216       	0.3293         	--             	--            
FirstTries                            	5490         	1             	1            	0.1812        	0.1562       	0.2195       	0.3819       	0            	1.038        	0.1866       	0.8121       	0.4061       	0.5858       	0.3293         	0.5758         	0.5758        
SomeoneTries                          	5490         	1             	1            	0.1812        	0.1562       	0.2195       	0.3819       	0            	1.038        	0.1866       	0.8121       	0.4061       	0.5858       	0.3293         	0.5758         	0.5758        
NooneTries                            	4510         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3293         	--             	--            
InventionOccurs                       	3216         	1             	1            	0.1822        	0.1572       	0.3747       	0.3819       	0            	1.193        	0.3185       	1.386        	0.6932       	1            	0.3293         	0.6207         	0.6207        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3216         	1             	1            	0.1822        	0.1572       	0.3747       	0.3819       	0            	1.193        	0.3185       	1.386        	0.6932       	1            	0.3293         	0.6207         	0.6207        
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3216         	1             	1            	0.1822        	0.1572       	0.3747       	0.3819       	0            	1.193        	0.3185       	1.386        	0.6932       	1            	0.3293         	0.6207         	0.6207        
AllHighValue                          	1969         	1             	0.9934       	0.246         	--           	0.2923       	0.4866       	0            	1.046        	0.2524       	1.089        	0.5447       	0.6018       	0.3293         	--             	--            
FirstTriesHighValue                   	1956         	1             	1            	0.2475        	0.2225       	0.2942       	0.4866       	0            	1.047        	0.2541       	1.097        	0.5483       	0.6058       	0.3293         	0.6087         	0.6087        
SomeoneTriesHighValue                 	1956         	1             	1            	0.2475        	0.2225       	0.2942       	0.4866       	0            	1.047        	0.2541       	1.097        	0.5483       	0.6058       	0.3293         	0.6087         	0.6087        
NooneTriesHighValue                   	13           	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3293         	--             	--            
InventionOccursHighValue              	1185         	1             	1            	0.2488        	0.2238       	0.4857       	0.4866       	0            	1.237        	0.4194       	1.81         	0.9051       	1            	0.3293         	0.6587         	0.6587        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1185         	1             	1            	0.2488        	0.2238       	0.4857       	0.4866       	0            	1.237        	0.4194       	1.81         	0.9051       	1            	0.3293         	0.6587         	0.6587        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1185         	1             	1            	0.2488        	0.2238       	0.4857       	0.4866       	0            	1.237        	0.4194       	1.81         	0.9051       	1            	0.3293         	0.6587         	0.6587        
