                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	2.863         	2.338        	0.233         	--           	0.2312       	--           	0.00889      	0.9998       	0.2522       	0.9667       	0.4802       	0.3149       	0.3217         	--             	--            
FirstTries                            	8155         	2.867         	2.749        	0.2607        	0.06919      	0.2742       	--           	0.0109       	1.005        	0.2999       	1.148        	0.5703       	0.3861       	0.3217         	--             	--            
SomeoneTries                          	8883         	2.868         	2.632        	0.2534        	0.06982      	0.2603       	--           	0.01001      	1.003        	0.2839       	1.088        	0.5406       	0.3545       	0.3217         	--             	--            
NooneTries                            	1117         	2.819         	0            	0.07048       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.3217         	--             	--            
InventionOccurs                       	8834         	2.869         	2.64         	0.2539        	0.06976      	0.2617       	--           	0.01006      	1.003        	0.2855       	1.094        	0.5436       	0.3565       	0.3217         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	8520         	2.869         	2.631        	0.253         	0.0697       	0.2609       	--           	0            	1.004        	0.2892       	1.1          	0.5501       	0.3575       	0.3217         	--             	--            
IntentionalInfringement               	314          	2.873         	2.873        	0.2776        	0.07154      	0.2831       	0.2831       	0.2831       	0.9686       	0.1836       	0.9334       	0.3667       	0.328        	0.3217         	0.3543         	0.9996        
InventionUsed                         	8834         	2.869         	2.64         	0.2539        	0.06976      	0.2617       	--           	0.01006      	1.003        	0.2855       	1.094        	0.5436       	0.3565       	0.3217         	--             	--            
AllHighValue                          	1971         	2.869         	2.869        	0.2898        	0.07603      	0.415        	0.4282       	0.0001834    	1.046        	0.4848       	1.8          	0.8997       	0.3643       	0.3217         	0.355          	0.9996        
FirstTriesHighValue                   	1971         	2.869         	2.869        	0.2898        	0.07603      	0.415        	0.4282       	0.0001834    	1.046        	0.4848       	1.8          	0.8997       	0.3643       	0.3217         	0.355          	0.9996        
SomeoneTriesHighValue                 	1971         	2.869         	2.869        	0.2898        	0.07603      	0.415        	0.4282       	0.0001834    	1.046        	0.4848       	1.8          	0.8997       	0.3643       	0.3217         	0.355          	0.9996        
NooneTriesHighValue                   	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionOccursHighValue              	1971         	2.869         	2.869        	0.2898        	0.07603      	0.415        	0.4282       	0.0001834    	1.046        	0.4848       	1.8          	0.8997       	0.3643       	0.3217         	0.355          	0.9996        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1970         	2.869         	2.869        	0.2899        	0.07605      	0.415        	0.4282       	0            	1.046        	0.4848       	1.8          	0.8999       	0.3645       	0.3217         	0.355          	0.9996        
IntentionalInfringementHighValue      	1            	3             	3            	0.2254        	0.05014      	0.3615       	0.3615       	0.3615       	1.012        	0.3433       	1.41         	0.6048       	0            	0.3217         	0.3337         	0.9999        
InventionUsedHighValue                	1971         	2.869         	2.869        	0.2898        	0.07603      	0.415        	0.4282       	0.0001834    	1.046        	0.4848       	1.8          	0.8997       	0.3643       	0.3217         	0.355          	0.9996        
