                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4819       	0.06271       	--           	0.07592      	0.326        	0.003352     	1.059        	0.08081      	0.8103       	0.6524       	0.2364       	0.2325         	--             	--            
FirstTries                            	4819         	1             	1            	0.1033        	0.07826      	0.1575       	0.326        	0.006956     	1.097        	0.1677       	1.145        	0.8177       	0.4906       	0.2325         	0.485          	0.485         
SomeoneTries                          	4819         	1             	1            	0.1033        	0.07826      	0.1575       	0.326        	0.006956     	1.097        	0.1677       	1.145        	0.8177       	0.4906       	0.2325         	0.485          	0.485         
NooneTries                            	5181         	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2325         	--             	--            
InventionOccurs                       	2364         	1             	1            	0.102         	0.07701      	0.3212       	0.326        	0.01418      	1.259        	0.3418       	1.821        	1.153        	1            	0.2325         	0.5248         	0.5248        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2248         	1             	1            	0.1013        	0.07629      	0.3228       	0.3279       	0            	1.266        	0.3495       	1.84         	1.167        	1            	0.2325         	0.5248         	0.5248        
IntentionalInfringement               	116          	1             	1            	0.116         	0.09098      	0.289        	0.289        	0.289        	1.117        	0.1935       	1.459        	0.8767       	1            	0.2325         	0.5264         	0.5264        
InventionUsed                         	2364         	1             	1            	0.102         	0.07701      	0.3212       	0.326        	0.01418      	1.259        	0.3418       	1.821        	1.153        	1            	0.2325         	0.5248         	0.5248        
AllHighValue                          	2075         	1             	0.8034       	0.1069        	--           	0.1739       	0.4291       	0            	1.112        	0.2          	1.242        	0.8685       	0.414        	0.2325         	--             	--            
FirstTriesHighValue                   	1667         	1             	1            	0.127         	0.102        	0.2164       	0.4291       	0            	1.133        	0.2489       	1.424        	0.9589       	0.5153       	0.2325         	0.493          	0.493         
SomeoneTriesHighValue                 	1667         	1             	1            	0.127         	0.102        	0.2164       	0.4291       	0            	1.133        	0.2489       	1.424        	0.9589       	0.5153       	0.2325         	0.493          	0.493         
NooneTriesHighValue                   	408          	1             	0            	0.025         	--           	0            	--           	0            	1.024        	0            	0.4988       	0.4988       	0            	0.2325         	--             	--            
InventionOccursHighValue              	859          	1             	1            	0.1247        	0.09972      	0.42         	0.4291       	0            	1.339        	0.483        	2.3          	1.397        	1            	0.2325         	0.534          	0.534         
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	859          	1             	1            	0.1247        	0.09972      	0.42         	0.4291       	0            	1.339        	0.483        	2.3          	1.397        	1            	0.2325         	0.534          	0.534         
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	859          	1             	1            	0.1247        	0.09972      	0.42         	0.4291       	0            	1.339        	0.483        	2.3          	1.397        	1            	0.2325         	0.534          	0.534         
