                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.664        	0.1912        	--           	0.2022       	0.3254       	0.0006171    	1.011        	0.2038       	0.8121       	0.4058       	0.6455       	0.6515         	--             	--            
FirstTries                            	6640         	1             	1            	0.2754        	0.2504       	0.3046       	0.3254       	0.0009294    	1.029        	0.307        	1.223        	0.6112       	0.9721       	0.6515         	0.9726         	0.9726        
SomeoneTries                          	6640         	1             	1            	0.2754        	0.2504       	0.3046       	0.3254       	0.0009294    	1.029        	0.307        	1.223        	0.6112       	0.9721       	0.6515         	0.9726         	0.9726        
NooneTries                            	3360         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6515         	--             	--            
InventionOccurs                       	6455         	1             	1            	0.2758        	0.2508       	0.3133       	0.3254       	0.000956     	1.037        	0.3158       	1.258        	0.6287       	1            	0.6515         	0.9728         	0.9728        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	6429         	1             	1            	0.2761        	0.2511       	0.3136       	0.3257       	0            	1.037        	0.3163       	1.26         	0.6299       	1            	0.6515         	0.9727         	0.9727        
IntentionalInfringement               	26           	1             	1            	0.2           	0.175        	0.2373       	0.2373       	0.2373       	0.9374       	0.1764       	0.8275       	0.3137       	1            	0.6515         	0.9869         	0.9869        
InventionUsed                         	6455         	1             	1            	0.2758        	0.2508       	0.3133       	0.3254       	0.000956     	1.037        	0.3158       	1.258        	0.6287       	1            	0.6515         	0.9728         	0.9728        
AllHighValue                          	2018         	1             	0.9703       	0.3986        	--           	0.4321       	0.4743       	0            	1.033        	0.424        	1.712        	0.8561       	0.9524       	0.6515         	--             	--            
FirstTriesHighValue                   	1958         	1             	1            	0.4101        	0.3851       	0.4454       	0.4743       	0            	1.035        	0.437        	1.765        	0.8823       	0.9816       	0.6515         	0.98           	0.98          
SomeoneTriesHighValue                 	1958         	1             	1            	0.4101        	0.3851       	0.4454       	0.4743       	0            	1.035        	0.437        	1.765        	0.8823       	0.9816       	0.6515         	0.98           	0.98          
NooneTriesHighValue                   	60           	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.6515         	--             	--            
InventionOccursHighValue              	1922         	1             	1            	0.4091        	0.3841       	0.4537       	0.4743       	0            	1.045        	0.4452       	1.798        	0.8989       	1            	0.6515         	0.98           	0.98          
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1922         	1             	1            	0.4091        	0.3841       	0.4537       	0.4743       	0            	1.045        	0.4452       	1.798        	0.8989       	1            	0.6515         	0.98           	0.98          
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1922         	1             	1            	0.4091        	0.3841       	0.4537       	0.4743       	0            	1.045        	0.4452       	1.798        	0.8989       	1            	0.6515         	0.98           	0.98          
