                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4581       	0.06125       	--           	0.07426      	0.3271       	0.003574     	1.012        	0.07817      	0.3049       	0.1512       	0.2292       	0.2303         	0.2257         	0.2257        
FirstTries                            	4581         	1             	1            	0.1041        	0.07913      	0.1621       	0.3271       	0.007801     	1.055        	0.1706       	0.6655       	0.3301       	0.5003       	0.2303         	0.4928         	0.4928        
SomeoneTries                          	4581         	1             	1            	0.1041        	0.07913      	0.1621       	0.3271       	0.007801     	1.055        	0.1706       	0.6655       	0.3301       	0.5003       	0.2303         	0.4928         	0.4928        
NooneTries                            	5419         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2303         	0              	0             
InventionOccurs                       	2292         	1             	1            	0.1007        	0.07573      	0.324        	0.3271       	0.01559      	1.218        	0.3411       	1.33         	0.6597       	1            	0.2303         	0.5305         	0.5305        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2168         	1             	1            	0.1004        	0.07539      	0.3261       	0.3293       	0            	1.226        	0.3502       	1.353        	0.6763       	1            	0.2303         	0.5309         	0.5309        
IntentionalInfringement               	124          	1             	1            	0.1066        	0.08163      	0.2882       	0.2882       	0.2882       	1.082        	0.1814       	0.9393       	0.3696       	1            	0.2303         	0.5244         	0.5244        
InventionUsed                         	2292         	1             	1            	0.1007        	0.07573      	0.324        	0.3271       	0.01559      	1.218        	0.3411       	1.33         	0.6597       	1            	0.2303         	0.5305         	0.5305        
AllHighValue                          	1987         	1             	0.8042       	0.1035        	--           	0.1658       	0.4254       	0.000168     	1.062        	0.1906       	0.7127       	0.3563       	0.3966       	0.2303         	0.3957         	0.3957        
FirstTriesHighValue                   	1598         	1             	1            	0.1226        	0.09757      	0.2062       	0.4254       	0.0002088    	1.084        	0.237        	0.8862       	0.4431       	0.4931       	0.2303         	0.4921         	0.4921        
SomeoneTriesHighValue                 	1598         	1             	1            	0.1226        	0.09757      	0.2062       	0.4254       	0.0002088    	1.084        	0.237        	0.8862       	0.4431       	0.4931       	0.2303         	0.4921         	0.4921        
NooneTriesHighValue                   	389          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2303         	0              	0             
InventionOccursHighValue              	788          	1             	1            	0.1181        	0.09306      	0.4181       	0.4254       	0.0004235    	1.3          	0.4805       	1.797        	0.8985       	1            	0.2303         	0.5377         	0.5377        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	787          	1             	1            	0.1181        	0.09308      	0.4182       	0.4255       	0            	1.3          	0.4807       	1.798        	0.8988       	1            	0.2303         	0.5376         	0.5376        
IntentionalInfringementHighValue      	1            	1             	1            	0.1051        	0.08013      	0.3337       	0.3337       	0.3337       	1.129        	0.3753       	1.418        	0.609        	1            	0.2303         	0.6498         	0.6498        
InventionUsedHighValue                	788          	1             	1            	0.1181        	0.09306      	0.4181       	0.4254       	0.0004235    	1.3          	0.4805       	1.797        	0.8985       	1            	0.2303         	0.5377         	0.5377        
