                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4455       	0.0597        	--           	0.07396      	0.3316       	0.01066      	1.011        	0.0756       	0.2991       	0.1462       	0.2246       	0.2272         	--             	--            
FirstTries                            	4455         	1             	1            	0.1029        	0.07789      	0.166        	0.3316       	0.02392      	1.056        	0.1697       	0.6714       	0.3281       	0.5042       	0.2272         	0.4913         	0.4913        
SomeoneTries                          	4455         	1             	1            	0.1029        	0.07789      	0.166        	0.3316       	0.02392      	1.056        	0.1697       	0.6714       	0.3281       	0.5042       	0.2272         	0.4913         	0.4913        
NooneTries                            	5545         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2272         	--             	--            
InventionOccurs                       	2246         	1             	1            	0.1004        	0.0754       	0.3293       	0.3316       	0.04744      	1.214        	0.3366       	1.332        	0.6508       	1            	0.2272         	0.5231         	0.5231        
InadvertentInfringement               	213          	1             	1            	0.09708       	0.07208      	0.3311       	0.3311       	0.3311       	1.134        	0.2465       	1.155        	0.4776       	1            	0.2272         	0.5346         	0.5346        
AgreementReached                      	1907         	1             	1            	0.1001        	0.07511      	0.332        	0.3346       	0            	1.232        	0.3561       	1.376        	0.6881       	1            	0.2272         	0.5222         	0.5222        
IntentionalInfringement               	126          	1             	1            	0.1104        	0.08538      	0.286        	0.286        	0.286        	1.076        	0.1933       	0.9586       	0.3793       	1            	0.2272         	0.5178         	0.5178        
InventionUsed                         	2246         	1             	1            	0.1004        	0.0754       	0.3293       	0.3316       	0.04744      	1.214        	0.3366       	1.332        	0.6508       	1            	0.2272         	0.5231         	0.5231        
AllHighValue                          	1938         	1             	0.824        	0.1052        	--           	0.176        	0.4294       	0.01666      	1.067        	0.1978       	0.7477       	0.37         	0.4169       	0.2272         	--             	--            
FirstTriesHighValue                   	1597         	1             	1            	0.1223        	0.09731      	0.2136       	0.4294       	0.02022      	1.087        	0.24         	0.9074       	0.449        	0.5059       	0.2272         	0.4929         	0.4929        
SomeoneTriesHighValue                 	1597         	1             	1            	0.1223        	0.09731      	0.2136       	0.4294       	0.02022      	1.087        	0.24         	0.9074       	0.449        	0.5059       	0.2272         	0.4929         	0.4929        
NooneTriesHighValue                   	341          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2272         	--             	--            
InventionOccursHighValue              	808          	1             	1            	0.1185        	0.09349      	0.4222       	0.4294       	0.03997      	1.294        	0.4744       	1.793        	0.8874       	1            	0.2272         	0.5308         	0.5308        
InadvertentHighValue                  	74           	1             	1            	0.1162        	0.09116      	0.4315       	0.4315       	0.4315       	1.215        	0.376        	1.615        	0.7074       	1            	0.2272         	0.5523         	0.5523        
AgreementReachedHighValue             	733          	1             	1            	0.1187        	0.09375      	0.4214       	0.4292       	0            	1.303        	0.4846       	1.812        	0.906        	1            	0.2272         	0.5288         	0.5288        
IntentionalInfringementHighValue      	1            	1             	1            	0.0982        	0.0732       	0.3667       	0.3667       	0.3667       	1.169        	0.3378       	1.409        	0.6045       	1            	0.2272         	0.3804         	0.3804        
InventionUsedHighValue                	808          	1             	1            	0.1185        	0.09349      	0.4222       	0.4294       	0.03997      	1.294        	0.4744       	1.793        	0.8874       	1            	0.2272         	0.5308         	0.5308        
