                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4651       	0.09037       	--           	0.09477      	0.3617       	0.0005956    	1.004        	0.09681      	0.3832       	0.1914       	0.2798       	0.2789         	0.2742         	0.2742        
FirstTries                            	4651         	1             	1            	0.1656        	0.1406       	0.2038       	0.3617       	0.001281     	1.038        	0.2081       	0.8238       	0.4114       	0.6016       	0.2789         	0.5896         	0.5896        
SomeoneTries                          	4651         	1             	1            	0.1656        	0.1406       	0.2038       	0.3617       	0.001281     	1.038        	0.2081       	0.8238       	0.4114       	0.6016       	0.2789         	0.5896         	0.5896        
NooneTries                            	5349         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2789         	0              	0             
InventionOccurs                       	2798         	1             	1            	0.163         	0.138        	0.3387       	0.3617       	0.002129     	1.175        	0.346        	1.369        	0.6839       	1            	0.2789         	0.6245         	0.6245        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	2776         	1             	1            	0.1632        	0.1382       	0.3393       	0.3624       	0            	1.176        	0.3475       	1.373        	0.6867       	1            	0.2789         	0.6234         	0.6234        
IntentionalInfringement               	22           	1             	1            	0.1342        	0.1092       	0.2707       	0.2707       	0.2707       	1.037        	0.1561       	0.8536       	0.3268       	1            	0.2789         	0.7568         	0.7568        
InventionUsed                         	2798         	1             	1            	0.163         	0.138        	0.3387       	0.3617       	0.002129     	1.175        	0.346        	1.369        	0.6839       	1            	0.2789         	0.6245         	0.6245        
AllHighValue                          	2007         	1             	0.8346       	0.1788        	--           	0.2149       	0.4353       	0            	1.036        	0.2527       	0.9351       	0.4675       	0.5187       	0.2789         	0.5094         	0.5094        
FirstTriesHighValue                   	1675         	1             	1            	0.2092        	0.1842       	0.2574       	0.4353       	0            	1.048        	0.3028       	1.12         	0.5602       	0.6215       	0.2789         	0.6104         	0.6104        
SomeoneTriesHighValue                 	1675         	1             	1            	0.2092        	0.1842       	0.2574       	0.4353       	0            	1.048        	0.3028       	1.12         	0.5602       	0.6215       	0.2789         	0.6104         	0.6104        
NooneTriesHighValue                   	332          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2789         	0              	0             
InventionOccursHighValue              	1041         	1             	1            	0.2059        	0.1809       	0.4142       	0.4353       	0            	1.208        	0.4872       	1.803        	0.9014       	1            	0.2789         	0.6468         	0.6468        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1041         	1             	1            	0.2059        	0.1809       	0.4142       	0.4353       	0            	1.208        	0.4872       	1.803        	0.9014       	1            	0.2789         	0.6468         	0.6468        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1041         	1             	1            	0.2059        	0.1809       	0.4142       	0.4353       	0            	1.208        	0.4872       	1.803        	0.9014       	1            	0.2789         	0.6468         	0.6468        
