                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.003         	0.275        	0.04261       	--           	0.02259      	0.2241       	0.0002938    	0.9799       	0.04584      	0.1369       	0.06828      	0.1077       	0.1104         	--             	--            
FirstTries                            	2745         	1.003         	1.001        	0.0889        	0.06379      	0.08211      	0.2241       	0.00107      	0.9927       	0.1669       	0.4979       	0.2484       	0.3923       	0.1104         	--             	--            
SomeoneTries                          	2748         	1.004         	1.001        	0.08893       	0.06379      	0.0822       	0.2241       	0.001069     	0.9927       	0.1668       	0.498        	0.2485       	0.3919       	0.1104         	--             	--            
NooneTries                            	7252         	1.002         	0            	0.02506       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1104         	--             	--            
InventionOccurs                       	1079         	1.006         	1.002        	0.08851       	0.06325      	0.2093       	0.2241       	0.002723     	1.119        	0.4248       	1.268        	0.6328       	0.9981       	0.1104         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	1064         	1.006         	1.002        	0.0886        	0.06334      	0.2095       	0.2245       	0            	1.121        	0.4281       	1.275        	0.6377       	0.9981       	0.1104         	--             	--            
IntentionalInfringement               	15           	1             	1            	0.08223       	0.05723      	0.1959       	0.1959       	0.1959       	1.014        	0.1905       	0.7727       	0.2863       	1            	0.1104         	0.3872         	0.3872        
InventionUsed                         	1079         	1.006         	1.002        	0.08851       	0.06325      	0.2093       	0.2241       	0.002723     	1.119        	0.4248       	1.268        	0.6328       	0.9981       	0.1104         	--             	--            
AllHighValue                          	1964         	1.002         	0.3946       	0.05284       	--           	0.03438      	0.2498       	0            	0.9816       	0.1015       	0.2717       	0.1359       	0.1512       	0.1104         	--             	--            
FirstTriesHighValue                   	775          	1.003         	1            	0.0955        	0.07043      	0.08714      	0.2498       	0            	0.9918       	0.2572       	0.6886       	0.3443       	0.3832       	0.1104         	--             	--            
SomeoneTriesHighValue                 	775          	1.003         	1            	0.0955        	0.07043      	0.08714      	0.2498       	0            	0.9918       	0.2572       	0.6886       	0.3443       	0.3832       	0.1104         	--             	--            
NooneTriesHighValue                   	1189         	1.002         	0            	0.02504       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.1104         	--             	--            
InventionOccursHighValue              	297          	1             	1            	0.09536       	0.07036      	0.2274       	0.2498       	0            	1.132        	0.6711       	1.797        	0.8985       	1            	0.1104         	0.3838         	0.3838        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	297          	1             	1            	0.09536       	0.07036      	0.2274       	0.2498       	0            	1.132        	0.6711       	1.797        	0.8985       	1            	0.1104         	0.3838         	0.3838        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	297          	1             	1            	0.09536       	0.07036      	0.2274       	0.2498       	0            	1.132        	0.6711       	1.797        	0.8985       	1            	0.1104         	0.3838         	0.3838        
