                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.4544       	0.09335       	--           	0.09859      	0.3789       	0.01142      	1.002        	0.09033      	0.3778       	0.1858       	0.2723       	0.2691         	--             	--            
FirstTries                            	4544         	1             	1            	0.1754        	0.1504       	0.217        	0.3789       	0.02514      	1.035        	0.1988       	0.8315       	0.4089       	0.5993       	0.2691         	0.5993         	0.5993        
SomeoneTries                          	4544         	1             	1            	0.1754        	0.1504       	0.217        	0.3789       	0.02514      	1.035        	0.1988       	0.8315       	0.4089       	0.5993       	0.2691         	0.5993         	0.5993        
NooneTries                            	5456         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2691         	--             	--            
InventionOccurs                       	2723         	1             	1            	0.1748        	0.1498       	0.3621       	0.3789       	0.04195      	1.176        	0.3317       	1.388        	0.6824       	1            	0.2691         	0.6386         	0.6386        
InadvertentInfringement               	303          	1             	1            	0.1719        	0.1469       	0.3686       	0.3686       	0.3686       	1.097        	0.2366       	1.21         	0.5052       	1            	0.2691         	0.6485         	0.6485        
AgreementReached                      	2412         	1             	1            	0.1752        	0.1502       	0.3614       	0.3804       	0            	1.186        	0.3444       	1.412        	0.7058       	1            	0.2691         	0.6369         	0.6369        
IntentionalInfringement               	8            	1             	1            	0.1711        	0.1461       	0.3171       	0.3171       	0.3171       	1.046        	0.1127       	0.8595       	0.3298       	1            	0.2691         	0.7778         	0.7778        
InventionUsed                         	2723         	1             	1            	0.1748        	0.1498       	0.3621       	0.3789       	0.04195      	1.176        	0.3317       	1.388        	0.6824       	1            	0.2691         	0.6386         	0.6386        
AllHighValue                          	2038         	1             	0.8597       	0.192         	--           	0.226        	0.4493       	0.02666      	1.028        	0.2411       	0.9341       	0.4611       	0.524        	0.2691         	--             	--            
FirstTriesHighValue                   	1752         	1             	1            	0.2193        	0.1943       	0.2629       	0.4493       	0.03101      	1.037        	0.2804       	1.087        	0.5363       	0.6096       	0.2691         	0.6185         	0.6185        
SomeoneTriesHighValue                 	1752         	1             	1            	0.2193        	0.1943       	0.2629       	0.4493       	0.03101      	1.037        	0.2804       	1.087        	0.5363       	0.6096       	0.2691         	0.6185         	0.6185        
NooneTriesHighValue                   	286          	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2691         	--             	--            
InventionOccursHighValue              	1068         	1             	1            	0.2189        	0.1939       	0.4312       	0.4493       	0.05088      	1.201        	0.46         	1.783        	0.8799       	1            	0.2691         	0.6615         	0.6615        
InadvertentHighValue                  	122          	1             	1            	0.2199        	0.1949       	0.4454       	0.4454       	0.4454       	1.125        	0.3616       	1.614        	0.707        	1            	0.2691         	0.671          	0.671         
AgreementReachedHighValue             	946          	1             	1            	0.2188        	0.1938       	0.4294       	0.4498       	0            	1.211        	0.4727       	1.804        	0.9021       	1            	0.2691         	0.6603         	0.6603        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1068         	1             	1            	0.2189        	0.1939       	0.4312       	0.4493       	0.05088      	1.201        	0.46         	1.783        	0.8799       	1            	0.2691         	0.6615         	0.6615        
