                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1             	0.2065       	0.03971       	--           	0.0198       	0.2419       	0.0003024    	0.9799       	0.04355      	0.1267       	0.0632       	0.0847       	0.08488        	--             	--            
FirstTries                            	2065         	1             	1            	0.09623       	0.07123      	0.09586      	0.2419       	0.001465     	0.999        	0.2109       	0.6135       	0.3061       	0.4102       	0.08488        	0.3891         	0.3891        
SomeoneTries                          	2065         	1             	1            	0.09623       	0.07123      	0.09586      	0.2419       	0.001465     	0.999        	0.2109       	0.6135       	0.3061       	0.4102       	0.08488        	0.3891         	0.3891        
NooneTries                            	7935         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.08488        	--             	--            
InventionOccurs                       	847          	1             	1            	0.09609       	0.07109      	0.2337       	0.2419       	0.003571     	1.136        	0.5141       	1.496        	0.7462       	1            	0.08488        	0.3898         	0.3898        
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	833          	1             	1            	0.09612       	0.07112      	0.234        	0.2423       	0            	1.138        	0.5193       	1.507        	0.7533       	1            	0.08488        	0.3899         	0.3899        
IntentionalInfringement               	14           	1             	1            	0.09444       	0.06944      	0.216        	0.216        	0.216        	1.022        	0.2097       	0.8515       	0.3257       	1            	0.08488        	0.387          	0.387         
InventionUsed                         	847          	1             	1            	0.09609       	0.07109      	0.2337       	0.2419       	0.003571     	1.136        	0.5141       	1.496        	0.7462       	1            	0.08488        	0.3898         	0.3898        
AllHighValue                          	2033         	1             	0.4614       	0.05899       	--           	0.0428       	0.2457       	0            	0.9838       	0.128        	0.3417       	0.1708       	0.1899       	0.08488        	--             	--            
FirstTriesHighValue                   	938          	1             	1            	0.09868       	0.07368      	0.09276      	0.2457       	0            	0.9941       	0.2775       	0.7405       	0.3703       	0.4115       	0.08488        	0.3897         	0.3897        
SomeoneTriesHighValue                 	938          	1             	1            	0.09868       	0.07368      	0.09276      	0.2457       	0            	0.9941       	0.2775       	0.7405       	0.3703       	0.4115       	0.08488        	0.3897         	0.3897        
NooneTriesHighValue                   	1095         	1             	0            	0.025         	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.08488        	--             	--            
InventionOccursHighValue              	386          	1             	1            	0.09783       	0.07283      	0.2254       	0.2457       	0            	1.128        	0.6744       	1.8          	0.8998       	1            	0.08488        	0.3906         	0.3906        
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	386          	1             	1            	0.09783       	0.07283      	0.2254       	0.2457       	0            	1.128        	0.6744       	1.8          	0.8998       	1            	0.08488        	0.3906         	0.3906        
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	386          	1             	1            	0.09783       	0.07283      	0.2254       	0.2457       	0            	1.128        	0.6744       	1.8          	0.8998       	1            	0.08488        	0.3906         	0.3906        
