                                      	Total        	Entrants      	Trying       	TotSpend      	AvgInv       	AmtPaid      	HypoDam      	DamPaid      	InvUt        	UserUt       	SocWel       	PrvWel       	FIW          	FFirstWin      	PFirstWin      	PSomeWin      
All                                   	10000        	1.797         	0.8936       	0.1144        	--           	0.1121       	--           	0            	1.001        	0.1121       	0.4483       	0.2241       	0.207        	0.2047         	--             	--            
FirstTries                            	4979         	1.793         	1.661        	0.1733        	0.07785      	0.2119       	--           	0            	1.026        	0.2119       	0.8477       	0.4238       	0.4157       	0.2047         	--             	--            
SomeoneTries                          	5645         	1.818         	1.583        	0.1685        	0.07835      	0.1985       	--           	0            	1.021        	0.1985       	0.7941       	0.397        	0.3667       	0.2047         	--             	--            
NooneTries                            	4355         	1.77          	0            	0.04426       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2047         	--             	--            
InventionOccurs                       	3528         	1.85          	1.695        	0.1741        	0.0759       	0.3176       	--           	0            	1.089        	0.3177       	1.271        	0.6353       	0.5867       	0.2047         	--             	--            
InadvertentInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReached                      	3528         	1.85          	1.695        	0.1741        	0.0759       	0.3176       	--           	0            	1.089        	0.3177       	1.271        	0.6353       	0.5867       	0.2047         	--             	--            
IntentionalInfringement               	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsed                         	3528         	1.85          	1.695        	0.1741        	0.0759       	0.3176       	--           	0            	1.089        	0.3177       	1.271        	0.6353       	0.5867       	0.2047         	--             	--            
AllHighValue                          	1966         	1.78          	1.474        	0.189         	--           	0.2579       	--           	0            	1.044        	0.2579       	1.031        	0.5157       	0.3438       	0.2047         	--             	--            
FirstTriesHighValue                   	1632         	1.782         	1.71         	0.2112        	0.09805      	0.3009       	--           	0            	1.057        	0.3009       	1.204        	0.6019       	0.4142       	0.2047         	--             	--            
SomeoneTriesHighValue                 	1738         	1.796         	1.667        	0.2084        	0.09912      	0.2917       	--           	0            	1.053        	0.2917       	1.167        	0.5834       	0.389        	0.2047         	--             	--            
NooneTriesHighValue                   	228          	1.662         	0            	0.04156       	--           	0            	--           	0            	0.975        	0            	0            	0            	0            	0.2047         	--             	--            
InventionOccursHighValue              	1126         	1.836         	1.756        	0.2129        	0.09581      	0.4502       	--           	0            	1.146        	0.4502       	1.801        	0.9004       	0.6004       	0.2047         	--             	--            
InadvertentHighValue                  	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
AgreementReachedHighValue             	1126         	1.836         	1.756        	0.2129        	0.09581      	0.4502       	--           	0            	1.146        	0.4502       	1.801        	0.9004       	0.6004       	0.2047         	--             	--            
IntentionalInfringementHighValue      	0            	--            	--           	--            	--           	--           	--           	--           	--           	--           	--           	--           	--           	--             	--             	--            
InventionUsedHighValue                	1126         	1.836         	1.756        	0.2129        	0.09581      	0.4502       	--           	0            	1.146        	0.4502       	1.801        	0.9004       	0.6004       	0.2047         	--             	--            
