                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.9017       	3.183           	0.8345         	2.253        	0.3487         	0.2798       	1.36         	5.864        	0.4522        	--           	8.752        	8.449        	0.1248       	0             	3.782        	3.324        	3.272        	1.532        	1.08          	2.08           	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	3.183           	0.9255         	2.253        	0.3867         	0.3103       	1.514        	6.508        	0.496         	0.446        	8.752        	8.449        	0.1384       	0             	3.782        	3.324        	3.272        	1.699        	1.203         	2.203          	9017         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	3.183           	0.9255         	2.253        	0.3867         	0.3103       	1.514        	6.508        	0.496         	0.446        	8.752        	8.449        	0.1384       	0             	3.782        	3.324        	3.272        	1.699        	1.203         	2.203          	9017         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	983          	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	3.266           	1              	2.253        	0.4178         	0.3353       	1.676        	7.073        	0.4952        	0.4452       	8.752        	8.449        	0.1495       	0             	3.782        	3.324        	3.272        	1.836        	1.341         	2.341          	8345         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	3.385           	1              	2.214        	0.5628         	0.9642       	1.611        	6.896        	0.4948        	0.4448       	9.561        	10.71        	0            	0             	3.749        	2.214        	2.214        	1.142        	0.6471        	1.647          	6195         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.945           	1              	2.419        	0              	-1.524       	1.931        	7.824        	0.5035        	0.4535       	6.599        	1.997        	0.5987       	0             	3.995        	6.699        	6.499        	3.958        	3.455         	4.455          	2084         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	3.275           	1              	2.267        	0.4216         	0.3383       	1.694        	7.136        	0.4972        	0.4472       	8.824        	8.522        	0.1504       	0             	3.814        	3.346        	3.296        	1.853        	1.355         	2.355          	8271         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.5928       	2.327           	0.3144         	0.8583       	0.08247        	0.07723      	-0.1305      	0.3083       	0.2628        	--           	1.17         	0.8802       	0.05192      	0             	1.018        	0.7992       	0.7002       	0.05508      	-0.2077       	0.7923         	2414         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	4.153           	0.9404         	3.292        	0.3545         	-0.4731      	2.936        	11.4         	0.666         	0.616        	15.05        	11.04        	0.2562       	0             	6.071        	7.25         	7.165        	4.075        	3.409         	4.409          	1946         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	4.244           	1              	3.292        	0.377          	-0.5031      	3.167        	12.17        	0.6636        	0.6136       	15.05        	11.04        	0.2725       	0             	6.071        	7.25         	7.165        	4.333        	3.67          	4.67           	1830         	0.1          	1            	1            	0.75         	0            
