                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.8761       	3.771           	0.8192         	2.243        	0.3408         	0.3438       	1.312        	5.861        	0.5351        	--           	8.191        	7.998        	0.1363       	0             	3.852        	3.303        	3.248        	1.503        	0.9683        	1.968          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	3.771           	0.9351         	2.243        	0.389          	0.3924       	1.505        	6.697        	0.6037        	0.5537       	8.191        	7.998        	0.1556       	0             	3.852        	3.303        	3.248        	1.716        	1.112         	2.112          	8761         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	3.771           	0.9351         	2.243        	0.389          	0.3924       	1.505        	6.697        	0.6037        	0.5537       	8.191        	7.998        	0.1556       	0             	3.852        	3.303        	3.248        	1.716        	1.112         	2.112          	8761         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	1239         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	3.837           	1              	2.243        	0.416          	0.4197       	1.65         	7.203        	0.6045        	0.5545       	8.191        	7.998        	0.1664       	0             	3.852        	3.303        	3.248        	1.835        	1.231         	2.231          	8192         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	4.083           	1              	2.182        	0.5772         	1.061        	1.59         	7.023        	0.5983        	0.5483       	9.003        	10.33        	0            	0             	3.807        	2.182        	2.182        	1.127        	0.529         	1.529          	5904         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	3.219           	1              	2.448        	0              	-1.269       	1.86         	7.872        	0.6294        	0.5794       	6.243        	2.025        	0.6116       	0             	4.068        	6.343        	6.143        	3.759        	3.129         	4.129          	2229         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	3.848           	1              	2.257        	0.4195         	0.4231       	1.666        	7.263        	0.6072        	0.5572       	8.255        	8.063        	0.1673       	0             	3.883        	3.326        	3.271        	1.851        	1.243         	2.243          	8124         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.517        	2.944           	0.2951         	0.8877       	0.08147        	0.1056       	-0.09574     	0.3973       	0.2541        	--           	1.184        	0.9718       	0.04585      	0             	1.187        	0.8096       	0.7166       	0.0528       	-0.2013       	0.7987         	2565         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	4.926           	0.9513         	3.248        	0.3641         	-0.3184      	2.807        	11.36        	0.8407        	0.7907       	14.49        	10.98        	0.2594       	0             	6.041        	6.99         	6.905        	3.966        	3.125         	4.125          	1990         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	4.965           	1              	3.248        	0.3828         	-0.3348      	2.995        	11.99        	0.8389        	0.7889       	14.49        	10.98        	0.2727       	0             	6.041        	6.99         	6.905        	4.169        	3.33          	4.33           	1893         	0.1          	1            	1            	0.75         	0            
