                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.9189       	2.229           	0.8396         	2.433        	0.3745         	0.3966       	1.393        	5.869        	0.3436        	--           	12.78        	12.82        	0.07002      	0             	3.854        	3.049        	3.017        	1.34         	0.9962        	1.996          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	2.229           	0.9137         	2.433        	0.4075         	0.4316       	1.52         	6.391        	0.3696        	0.3196       	12.78        	12.82        	0.0762       	0             	3.854        	3.049        	3.017        	1.458        	1.089         	2.089          	9189         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	2.229           	0.9137         	2.433        	0.4075         	0.4316       	1.52         	6.391        	0.3696        	0.3196       	12.78        	12.82        	0.0762       	0             	3.854        	3.049        	3.017        	1.458        	1.089         	2.089          	9189         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	811          	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	2.287           	1              	2.433        	0.446          	0.4724       	1.701        	7.032        	0.3672        	0.3172       	12.78        	12.82        	0.08339      	0             	3.854        	3.049        	3.017        	1.596        	1.229         	2.229          	8396         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	2.27            	1              	2.515        	0.5319         	0.8588       	1.741        	7.235        	0.3792        	0.3292       	14.14        	14.98        	0            	0             	4.005        	2.515        	2.515        	1.262        	0.8824        	1.882          	7040         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	2.396           	1              	2.069        	0              	-1.611       	1.58         	6.264        	0.3078        	0.2578       	5.952        	1.642        	0.5424       	0             	3.213        	6.052        	5.852        	3.499        	3.191         	4.191          	1291         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	2.29            	1              	2.448        	0.4499         	0.4765       	1.718        	7.091        	0.3682        	0.3182       	12.88        	12.93        	0.08385      	0             	3.885        	3.066        	3.035        	1.61         	1.241         	2.241          	8324         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.6591       	1.718           	0.3258         	0.8367       	0.07465        	0.05869      	-0.1394      	0.263        	0.2531        	--           	1.245        	0.8493       	0.0611       	0             	0.9192       	0.7681       	0.6589       	0.05506      	-0.1981       	0.8019         	2379         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	2.693           	0.9194         	3.724        	0.4028         	0.1292       	2.942        	11.21        	0.4359        	0.3859       	24.29        	23.33        	0.1431       	0             	6.321        	6.149        	6.1          	3.248        	2.812         	3.812          	1973         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	2.759           	1              	3.724        	0.4381         	0.1405       	3.239        	12.24        	0.4343        	0.3843       	24.29        	23.33        	0.1556       	0             	6.321        	6.149        	6.1          	3.533        	3.099         	4.099          	1814         	0.1          	1            	1            	0.75         	0            
