                                 	Entrants      	Trying       	MainSpendM      	Invention      	ISP          	PropUsing      	UserUt       	PrvWel       	SocWel       	TotSpend      	AvgInv       	CSP          	UAP          	PropInt      	PropInad      	PUB          	PUC          	PUR          	TotRec       	DelInvUt      	MainInvUt      	Total        	inois        	wcp          	mnum         	probmin      	inadv        
AllObs                           	1             	0.8978       	4.553           	0.8446         	2.011        	0.37           	0.4799       	1.224        	5.834        	0.7011        	--           	6.681        	6.454        	0.1507       	0             	3.69         	3.002        	2.944        	1.445        	0.7439        	1.744          	10000        	0.1          	1            	1            	0.75         	0            
FirstTries                       	1             	1            	4.553           	0.9407         	2.011        	0.4122         	0.5346       	1.369        	6.504        	0.7753        	0.7253       	6.681        	6.454        	0.1679       	0             	3.69         	3.002        	2.944        	1.61         	0.8343        	1.834          	8978         	0.1          	1            	1            	0.75         	0            
SomeoneTries                     	1             	1            	4.553           	0.9407         	2.011        	0.4122         	0.5346       	1.369        	6.504        	0.7753        	0.7253       	6.681        	6.454        	0.1679       	0             	3.69         	3.002        	2.944        	1.61         	0.8343        	1.834          	8978         	0.1          	1            	1            	0.75         	0            
NooneTries                       	1             	0            	--              	0              	--           	0              	0            	-0.05        	-0.05        	0.05          	--           	--           	--           	0            	0             	--           	--           	--           	0            	-0.05         	0.95           	1022         	0.1          	1            	1            	0.75         	0            
InventionOccurs                  	1             	1            	4.628           	1              	2.011        	0.4381         	0.5682       	1.503        	6.961        	0.7762        	0.7262       	6.681        	6.454        	0.1784       	0             	3.69         	3.002        	2.944        	1.711        	0.9347        	1.935          	8446         	0.1          	1            	1            	0.75         	0            
SomeUsersPay                     	1             	1            	5.047           	1              	1.928        	0.6183         	1.211        	1.49         	6.884        	0.7639        	0.7139       	7.162        	8.363        	0            	0             	3.661        	1.928        	1.928        	1.043        	0.279         	1.279          	5985         	0.1          	1            	1            	0.75         	0            
SomeIntentionalInfringement      	1             	1            	3.636           	1              	2.255        	0              	-1.022       	1.584        	7.342        	0.8185        	0.7685       	5.639        	1.855        	0.6287       	0             	3.857        	5.739        	5.539        	3.424        	2.606         	3.606          	2397         	0.1          	1            	1            	0.75         	0            
InventionUsed                    	1             	1            	4.645           	1              	2.023        	0.4418         	0.5729       	1.518        	7.02         	0.7799        	0.7299       	6.731        	6.506        	0.1796       	0             	3.719        	3.02         	2.963        	1.725        	0.9453        	1.945          	8376         	0.1          	1            	1            	0.75         	0            
MainInventorLoses                	1             	0.6428       	3.45            	0.4568         	0.9587       	0.1642         	0.208        	-0.01881     	0.9342       	0.355         	--           	1.892        	1.676        	0.05995      	0             	1.461        	0.9277       	0.8594       	0.1281       	-0.2268       	0.7732         	2861         	0.1          	1            	1            	0.75         	0            
HighValue                        	1             	1            	6.116           	0.9564         	2.898        	0.4234         	0.1164       	2.643        	11.23        	1.114         	1.064        	11.76        	8.603        	0.2378       	0             	5.872        	6.261        	6.184        	3.641        	2.526         	3.526          	2018         	0.1          	1            	1            	0.75         	0            
InventionOccursHighValue         	1             	1            	6.166           	1              	2.898        	0.4427         	0.1217       	2.818        	11.8         	1.111         	1.061        	11.76        	8.603        	0.2487       	0             	5.872        	6.261        	6.184        	3.807        	2.696         	3.696          	1930         	0.1          	1            	1            	0.75         	0            
